V1	V2	V3	V4	V5
748	146	152	349	1046	4.46993322378147
749	152	349	1592	3622	4.46992841745764
750	72	241	349	1073	4.46988289697574
751	143	349	521	668	4.46983555939938
752	143	241	349	2054	4.46976332500136
753	6	46	146	349	4.46966319245316
754	143	152	349	854	4.46962592518411
755	152	280	349	392	4.46961266520808
756	349	668	1083	3065	4.46954140022864
757	6	143	349	731	4.46946628115257
758	146	241	349	1287	4.46945528947408
759	146	349	564	1096	4.46945382697177
760	143	241	287	349	4.46941207500136
761	146	168	222	349	4.46941120632692
762	241	349	719	1592	4.46937094280417
763	88	143	152	349	4.46931617518411
764	247	668	1083	2184	4.46930053309385
765	143	349	668	879	4.4688329093955
766	280	349	392	1267	4.46879313115817
767	241	280	349	2463	4.4687909780013
768	143	168	349	646	4.46876918501703
769	6	146	349	2614	4.46872875563933
770	349	668	1083	1319	4.46872528619782
771	168	222	241	349	4.46846123751751
772	143	152	335	349	4.46840117518411
773	14	143	280	349	4.46830757887959
774	139	143	241	349	4.46824907500136
775	6	146	349	646	4.46816310900711
776	222	280	349	1096	4.46815692592506
777	143	222	241	349	4.46809645958088
778	152	241	349	2299	4.46802445276817
779	6	349	551	1592	4.46799681839665
780	6	146	349	1356	4.46799469245316
781	143	152	339	349	4.46797567518411
782	6	143	349	750	4.46795103115257
783	143	152	349	3916	4.46788392518411
784	6	146	349	739	4.46786619245316
785	143	349	1096	2213	4.46782749608321
786	143	280	310	349	4.46775605526492
787	6	168	349	668	4.46760593633185
788	146	241	349	376	4.46750389998991
789	152	349	994	1592	4.46737091745764
790	6	146	349	3622	4.46736169245316
791	143	152	349	1345	4.46735342518411
792	14	241	349	1592	4.46728257968165
793	6	143	349	3271	4.46713978115257
794	143	152	349	564	4.46701682749671
795	6	146	349	1299	4.46698194245316
796	146	152	349	3023	4.46698072378147
797	6	143	349	725	4.46695753115257
798	53	349	668	2246	4.46690681642826
799	146	152	349	407	4.46677422378147
800	6	349	392	1096	4.46674315179188
801	146	152	349	2334	4.46670122378147
802	143	241	349	899	4.46664557500136
803	143	152	349	977	4.46663617518411
804	143	152	179	349	4.46659192518411
805	280	314	349	1096	4.46655004774021
806	152	280	349	1267	4.4663556347073
807	143	196	241	349	4.46625906708571
808	146	168	349	3023	4.46625688209059
809	143	152	247	349	4.46623622440686
810	6	143	349	977	4.46623503115257
811	203	247	349	668	4.46621181002385
812	143	349	668	2213	4.46620249379101
813	143	152	349	1418	4.46620136175207
814	143	203	349	3773	4.46617230957241
815	6	143	349	1007	4.46612897724317
816	280	392	411	1096	4.46607606085255
817	143	168	222	349	4.46591580541023
818	247	349	668	1669	4.46585234579508
819	11	146	280	349	4.46584165431965
820	143	152	349	1350	4.46581942518411
821	14	146	168	349	4.46580163209059
822	6	222	349	1482	4.46580060873088
823	6	152	349	1995	4.46577677480469
824	6	143	349	1064	4.46571878115257
825	6	146	349	3751	4.46563394245316
826	6	119	143	349	4.46562410119357
827	152	241	349	1096	4.46558118683167
828	6	143	349	390	4.46555453115257
829	143	310	349	1083	4.46553119346456
830	143	203	349	719	4.46552783644003
831	6	146	349	543	4.46551869245316
832	6	143	349	2423	4.46550303115257
833	152	310	349	668	4.46546376374836
834	280	349	1096	1482	4.46543935169944
835	6	143	146	152	4.46541942491791
836	143	152	232	349	4.46524942518411
837	168	241	349	531	4.46524790196125
838	280	349	564	1096	4.46517557308581
839	6	143	299	349	4.46513103115257
840	143	168	349	1073	4.46510355783509
841	6	143	349	4992	4.46508728115257
842	6	143	349	3396	4.46505778115257
843	6	143	349	3521	4.46501428115257
844	146	349	551	1096	4.46498812330457
845	6	146	349	3173	4.46490530100612
846	222	241	280	349	4.46489791015395
847	6	143	349	351	4.46484928115257
848	143	349	668	2316	4.4648186593955
849	241	310	349	668	4.4646773335608
850	146	168	349	1669	4.46465477122044
851	143	152	349	2267	4.46461667518411
852	146	152	349	3444	4.46452597378147
853	143	152	349	2434	4.46446542518411
854	146	152	349	1667	4.4644552224431
855	146	168	349	617	4.46429563209059
856	6	146	319	349	4.46428019245316
857	152	349	1299	1592	4.46422916745764
858	6	146	349	793	4.46421243530338
859	146	168	289	349	4.46420763209059
860	143	203	211	349	4.46419351712713
861	146	168	349	782	4.46419138209059
862	143	203	349	1319	4.46415176712713
863	146	349	392	2213	4.46414345023457
864	349	668	1083	3023	4.46410428619782
865	72	310	349	668	4.46407950717788
866	146	152	349	3191	4.46406097378147
867	143	152	349	1357	4.46401917518411
868	280	349	668	1083	4.46399856768492
869	241	349	1073	1083	4.46398920487216
870	6	143	349	4753	4.46396653115257
871	146	152	349	487	4.46370297378147
872	241	349	668	1669	4.46359601981035
873	6	143	349	1380	4.46354303115257
874	143	152	349	1857	4.46343067518411
875	152	266	349	1592	4.46341846804506
876	112	241	349	1073	4.46341782887673
877	143	146	349	3773	4.46337838891778
878	143	152	195	349	4.4632532191635
879	53	152	349	668	4.46325173435061
880	203	241	349	1073	4.46320010287902
881	146	152	349	939	4.46316327323013
882	143	168	349	939	4.46316160543463
883	6	146	349	1653	4.46315694245316
884	143	152	349	1176	4.46310867518411
885	146	168	349	1532	4.4631028937146
886	6	143	349	875	4.46308803115257
887	152	168	349	1482	4.46307823933118
888	143	349	564	1096	4.46307071775609
889	72	152	241	349	4.46305298656811
890	152	349	1592	1892	4.46304486188447
891	6	143	349	3916	4.46287903115257
892	6	143	349	2903	4.46286953115257
893	314	349	1096	1204	4.46286784197821
894	143	349	668	3342	4.4628406593955
895	6	146	349	406	4.46262569245316
896	146	280	349	1028	4.4625267743422
897	146	280	349	1532	4.46251866876054
898	146	152	289	349	4.46250322378147
899	143	349	531	1083	4.46247462657584
900	280	349	392	551	4.46239621171945
901	152	349	465	1592	4.46231641745764
902	11	146	152	349	4.46226872727781
903	143	241	349	867	4.46222624053681
904	119	349	668	1083	4.46219362417098
905	143	146	349	551	4.46218555297267
906	241	349	579	1592	4.46218232968165
907	143	152	349	882	4.46204342518411
908	143	152	349	676	4.46203667518411
909	6	143	152	280	4.46198329541068
910	143	349	392	1592	4.46187796511666
911	6	143	349	4603	4.46185878115257
912	152	349	1046	1592	4.46177291745764
913	143	146	349	521	4.46168115874648
914	53	146	349	668	4.4615185227867
915	146	349	1083	1995	4.46151604842841
916	146	203	349	1096	4.46150465570883
917	143	152	341	349	4.46149692518411
918	6	143	349	3514	4.46149253115257
919	280	349	531	1096	4.46146056161589
920	143	152	349	3173	4.46142496987139
921	349	668	1083	2060	4.46141400954502
922	6	143	349	2100	4.46140428115257
923	143	152	349	2316	4.46137242518411
924	241	349	939	1592	4.46136104625139
925	280	349	1096	1204	4.46134757291164
926	152	349	531	1592	4.46120740686181
927	119	143	349	668	4.46119850220873
928	6	143	349	1267	4.46119682691514
929	46	143	241	349	4.46118382500136
930	6	146	349	3074	4.46115744245316
931	143	152	349	655	4.46115467518411
932	6	146	349	2334	4.46111469245316
933	143	152	202	349	4.46104492518411
934	6	146	349	913	4.46100994245316
935	6	82	143	349	4.46090492859448
936	6	143	349	2657	4.46085853115257
937	146	241	349	579	4.46085009376621
938	143	168	349	564	4.46083858205888
939	146	152	349	1287	4.4607716497666
940	143	152	349	406	4.46073342518411
941	6	143	349	3074	4.46062903115257
942	143	168	349	2107	4.46062249920588
943	146	168	314	349	4.4606223406392
944	143	241	349	3531	4.46056213124134
945	146	168	349	913	4.46052763209059
946	6	143	349	711	4.46051878115257
947	143	280	349	579	4.4604845788796
948	6	146	156	349	4.46048369245316
949	143	152	349	4783	4.46045867518411
950	152	349	1007	1592	4.46045486997959
951	152	349	487	1592	4.46044566745764
952	143	241	349	646	4.46043266564508
953	112	152	241	349	4.46029130398723
954	143	349	668	1299	4.4602729093955
955	146	168	349	1892	4.4602418681841
956	14	146	241	349	4.46023859376621
957	152	349	1153	1592	4.46006366745764
958	6	146	349	1418	4.46004732250809
959	177	349	668	1083	4.46003732837502
960	152	349	392	1096	4.45998075489565
961	143	157	241	349	4.45997407500136
962	46	146	152	349	4.45992997378147
963	143	152	349	1032	4.45991842518411
964	143	349	668	2614	4.45980578443487
965	241	349	668	1267	4.45975636241492
966	72	668	1083	2246	4.45973007658021
967	146	152	349	842	4.45968947378147
968	143	310	349	531	4.45968135693957
969	247	668	1083	2246	4.45965787179371
970	241	349	531	1096	4.4594808980214
971	152	241	349	531	4.45941842443496
972	241	349	1592	1653	4.45941157968165
973	168	222	280	349	4.45935058695372
974	6	146	349	3235	4.45924894245316
975	143	241	349	3444	4.45923607500136
976	6	146	349	3799	4.45921148324136
977	143	168	349	1653	4.45920385543463
978	143	349	668	2493	4.4591869093955
979	349	668	1083	1728	4.45914353619782
980	152	168	349	1995	4.45912564620096
981	6	152	349	1267	4.45909279897873
982	143	152	349	372	4.45902892518411
983	6	146	349	994	4.45896244245316
984	143	189	241	349	4.45893357500136
985	6	146	349	546	4.45892982082372
986	203	349	668	2184	4.45882966119342
987	146	241	349	1319	4.45877934376621
988	241	349	668	1073	4.45877596262724
989	139	146	168	349	4.45871613209059
990	6	146	349	1728	4.45869594245316
991	146	349	551	1482	4.45862927256909
992	119	143	241	349	4.45862141781459
993	143	152	349	3514	4.45861267518411
994	349	531	668	1083	4.45860740704845
995	152	349	1592	3023	4.45860041745764
996	143	152	349	1204	4.45859253448465
997	143	349	668	3444	4.4584774093955
998	152	241	349	3401	4.4583840103929
999	241	349	392	1592	4.45837398156688
1000	6	143	349	3531	4.45835733739254
1001	241	349	415	1592	4.45833059985449
1002	6	146	349	1032	4.45831494245316
1003	6	146	349	1719	4.45825969245316
1004	152	349	842	1592	4.45824016745764
1005	146	152	349	754	4.45823972378147
1006	143	203	349	2246	4.45821988798395
1007	143	152	349	3371	4.45821142518411
1008	143	349	392	551	4.45818790415628
1009	6	143	349	2332	4.45815928115257
1010	143	152	349	2332	4.45812067518411
1011	280	349	551	1096	4.45802048588432
1012	152	349	939	1592	4.45799468347602
1013	143	152	349	3914	4.45798492518411
1014	349	668	1083	3773	4.45797929751295
1015	146	211	241	349	4.45795109376621
1016	143	152	349	2392	4.45790517518411
1017	146	152	349	1319	4.45787997378147
1018	6	143	349	1863	4.45787709228129
1019	143	152	349	1262	4.45784042518411
1020	349	668	1482	1592	4.45779351759453
1021	146	241	349	939	4.45777009376621
1022	6	82	152	349	4.45773407762728
1023	6	143	168	521	4.45766552572376
1024	143	241	349	2334	4.45763907500136
1025	6	146	349	938	4.45762444245316
1026	6	146	349	977	4.45761819245316
1027	143	152	349	1863	4.45756148631284
1028	143	241	349	465	4.45755957500136
1029	146	152	349	1728	4.45748147378147
1030	143	152	349	3396	4.45741742518411
1031	143	152	349	3097	4.45729717518411
1032	152	241	310	349	4.45728895833571
1033	146	152	290	349	4.45727172378147
1034	146	241	349	415	4.45726657482494
1035	6	146	349	778	4.45726444245316
1036	152	349	407	1592	4.45724241745764
1037	241	349	668	2184	4.45723610643248
1038	143	241	349	3773	4.45722005146306
1039	143	152	349	662	4.45720017518411
1040	143	152	349	1400	4.45718692518411
1041	143	152	349	711	4.45712267518411
1042	6	146	349	4327	4.45711069245316
1043	349	668	879	1083	4.45710453619782
1044	143	152	349	3045	4.45706392518411
1045	241	349	1287	1592	4.45705741780235
1046	143	290	349	668	4.4570044093955
1047	349	668	1083	2054	4.45697678619782
1048	6	146	349	1287	4.45696512595529
1049	143	349	551	1096	4.45695256366962
1050	6	143	335	349	4.45693778115257
1051	143	152	349	1064	4.45689767518411
1052	86	143	241	349	4.45689032500136
1053	230	349	668	1083	4.45687028619782
1054	349	668	1995	2246	4.45683660272586
1055	146	349	1083	1482	4.4568169375274
1056	143	266	349	668	4.45677262981284
1057	143	241	349	661	4.45673532500136
1058	152	241	349	415	4.45664096695466
1059	225	349	668	1083	4.45657978619782
1060	349	395	668	1083	4.45652419879063
1061	143	152	349	4019	4.45646617518411
1062	241	349	415	1073	4.45643746587578
1063	143	241	349	1487	4.45631207500136
1064	143	299	349	668	4.4563059093955
1065	6	146	349	4184	4.45629008863268
1066	14	146	280	349	4.45627607303332
1067	143	189	349	668	4.4562359093955
1068	349	668	994	1083	4.45620028619782
1069	349	668	1083	1153	4.45619953619782
1070	6	146	349	4286	4.45619694245316
1071	152	349	1592	3444	4.45615391745764
1072	6	143	349	3296	4.45614853115257
1073	6	146	349	1487	4.45614794245316
1074	152	349	1592	3191	4.45613191745764
1075	143	152	349	1648	4.4561056307633
1076	146	241	349	1653	4.45602834376621
1077	6	143	349	1204	4.45589370467499
1078	6	146	349	842	4.45584019245316
1079	152	349	1592	1984	4.45583641745764
1080	6	146	349	1011	4.45580599756978
1081	143	349	668	899	4.4557861593955
1082	222	280	349	392	4.45574634678785
1083	6	146	349	2320	4.45566744245316
1084	146	349	1096	3173	4.45560540761923
1085	146	168	349	1984	4.45557888209059
1086	299	349	668	1083	4.45555803619782
1087	143	152	349	738	4.45551842518411
1088	6	146	168	1096	4.45548344367214
1089	143	146	349	1073	4.45537735963637
1090	349	392	1482	1592	4.45535676582788
1091	43	143	152	349	4.45535292518411
1092	143	241	349	2493	4.45534007500136
1093	143	152	251	349	4.45527967518411
1094	146	280	349	579	4.45526682303332
1095	152	349	1592	2334	4.45526366745764
1096	146	349	1028	1096	4.45524920264667
1097	143	241	349	848	4.45515497333366
1098	146	168	349	3191	4.45510663209059
1099	146	152	349	2806	4.45506097378147
1100	6	146	349	351	4.45505119245316
1101	6	143	349	812	4.45501828115257
1102	143	287	349	668	4.4550074093955
1103	143	203	349	1984	4.45500576712713
1104	146	168	349	3799	4.45498535989083
1105	152	349	739	1592	4.4549636334752
1106	143	146	349	579	4.45494466837207
1107	6	143	349	738	4.45492828115257
1108	143	152	349	659	4.45490792518411
1109	6	152	349	392	4.4548398284545
1110	6	146	349	1863	4.45483600148885
1111	143	152	349	615	4.45482767518411
1112	143	152	349	402	4.45472267518411
1113	146	152	349	376	4.45471619275638
1114	146	168	349	738	4.45468488209059
1115	72	247	349	668	4.45465725276613
1116	11	280	349	392	4.45464055076821
1117	280	349	719	1096	4.45458878370161
1118	143	152	349	787	4.45458867518411
1119	152	189	349	1592	4.45457416745764
1120	143	168	349	1669	4.45454713791104
1121	6	143	349	1607	4.45454603115257
1122	143	152	349	656	4.45453992518411
1123	143	241	349	3091	4.45451832500136
1124	143	241	349	2246	4.45451679000295
1125	6	146	349	2806	4.45451369245316
1126	349	668	1083	1653	4.45447528619782
1127	146	266	280	349	4.45447366933435
1128	143	152	349	1070	4.45446542518411
1129	6	143	349	2493	4.45444053115257
1130	6	143	349	1895	4.45442778115257
1131	146	152	349	639	4.45438181610945
1132	6	143	349	1857	4.45435153115257
1133	143	146	349	1669	4.45434601288212
1134	143	349	617	668	4.4542986593955
1135	6	143	349	1695	4.45425228115257
1136	6	143	349	2159	4.45412628115257
1137	143	152	349	3074	4.45412267518411
1138	143	349	1083	1482	4.45411765274212
1139	146	152	349	1653	4.45411472378147
1140	241	349	994	1592	4.45408257968165
1141	143	349	668	3360	4.4540461593955
1142	143	152	349	2789	4.45400792518411
1143	146	152	156	349	4.45394422378147
1144	146	349	1096	1532	4.45392730082431
1145	241	349	1592	2213	4.45387159475727
1146	146	168	349	879	4.45385388209059
1147	146	280	349	376	4.4538477551864
1148	146	152	349	1120	4.45384118420087
1149	349	415	668	1083	4.45382754862712
1150	143	203	349	3799	4.45377882957913
1151	349	668	1592	3525	4.45373514461684
1152	349	668	1083	3799	4.45365829641802
1153	152	349	668	2734	4.4535787678904
1154	146	168	349	465	4.45354463209059
1155	6	146	349	882	4.45353094245316
1156	143	241	349	3622	4.45351057500136
1157	146	152	349	543	4.45343822378147
1158	143	349	1096	1532	4.4533896596316
1159	6	152	349	1041	4.45338541058744
1160	53	349	668	1669	4.4533824151841
1161	143	168	349	2213	4.45331932659905
1162	143	349	668	1728	4.4532316593955
1163	6	146	349	3091	4.45313269245316
1164	668	1083	1669	2184	4.45312323418593
1165	88	143	349	668	4.4530394093955
1166	6	143	349	2789	4.45302253115257
1167	6	143	349	854	4.45297878115257
1168	143	349	407	668	4.4529694093955
1169	143	241	349	3191	4.45295732500136
1170	143	241	299	349	4.45294357500136
1171	152	349	668	1096	4.45291022947362
1172	146	168	211	349	4.45290638209059
1173	146	152	349	3235	4.45281622378147
1174	143	152	349	1503	4.4528083631634
1175	143	349	668	3531	4.45276621563548
1176	6	143	247	349	4.45276101748517
1177	146	168	349	407	4.45266613209059
1178	6	146	349	487	4.45264794245316
1179	241	349	617	1592	4.45264432968165
1180	6	143	349	688	4.45263278115257
1181	143	241	335	349	4.45263082500136
1182	6	143	349	3525	4.45255741188691
1183	143	203	349	2054	4.45254301712713
1184	6	43	143	349	4.45252878115257
1185	14	143	146	349	4.45252341837207
1186	6	146	349	1362	4.45251369245316
1187	241	247	349	668	4.45248161815263
1188	6	143	349	2153	4.45243978115257
1189	6	143	349	372	4.45241003115257
1190	143	280	349	1798	4.45239583994463
1191	349	668	1083	1413	4.45236014952217
1192	146	152	349	1007	4.45232952688017
1193	6	146	349	2332	4.45225519245316
1194	143	146	349	994	4.45221216837207
1195	152	203	349	1073	4.45219699831037
1196	143	280	349	3342	4.45218382887959
1197	241	349	668	2246	4.45217799875282
1198	143	349	1083	1669	4.45217578867172
1199	152	241	349	1287	4.45217281663012
1200	46	152	349	1592	4.45213366745764
1201	143	241	349	3525	4.45213177970407
1202	146	241	349	1892	4.45212882985972
1203	143	152	349	1231	4.45210492518411
1204	143	152	349	2997	4.45207267518411
1205	6	143	338	349	4.45203553115257
1206	6	143	349	3665	4.45201778115257
1207	143	349	1083	2246	4.45196916168185
1208	6	30	146	349	4.45194519245316
1209	143	241	349	487	4.45194007500136
1210	143	349	668	1153	4.4519024093955
1211	6	146	349	2434	4.45190019245316
1212	146	152	349	739	4.45184193979903
1213	6	146	349	3396	4.45182719245316
1214	152	349	668	815	4.45178676083051
1215	143	349	392	2213	4.45172875567307
1216	222	280	349	1482	4.45169911876639
1217	146	241	349	617	4.45157384376621
1218	143	280	349	1073	4.4515565201439
1219	241	349	1073	2053	4.45151001392242
1220	6	143	341	349	4.45141803115257
1221	6	146	349	559	4.45140544245316
1222	143	152	349	663	4.45136991572099
1223	143	241	349	913	4.45124957500136
1224	6	143	349	1397	4.45121603115257
1225	6	30	143	349	4.45118153115257
1226	88	143	241	349	4.45110582500136
1227	143	203	349	646	4.45108929923097
1228	152	349	668	1267	4.45107082195382
1229	152	349	668	1073	4.45102148955896
1230	6	146	349	2060	4.45099169245316
1231	146	241	349	3342	4.45093009376621
1232	349	668	1083	3522	4.45090003619782
1233	143	152	349	3271	4.45084617518411
1234	143	241	349	3521	4.45083732500136
1235	146	152	287	349	4.45082997378147
1236	6	143	349	353	4.45078103115257
1237	143	152	349	1006	4.45074642518411
1238	146	152	349	3799	4.45071645158171
1239	241	349	1319	1592	4.45071057968165
1240	146	168	349	1073	4.45069398398592
1241	143	241	349	1007	4.45069227172578
1242	143	280	349	1653	4.45068107887959
1243	6	143	251	349	4.45065328115257
1244	146	168	349	994	4.45063713209059
1245	143	203	349	879	4.45063701712713
1246	280	349	1096	2213	4.45052276436162
1247	143	241	349	1728	4.45052257500136
1248	6	146	349	738	4.45042544245316
1249	146	241	349	994	4.45041934376621
1250	143	146	349	1892	4.45041693599127
1251	143	349	663	1096	4.45041026550959
1252	143	203	349	1892	4.45039588614993
1253	143	349	1096	1653	4.45031422784395
1254	146	349	1096	1995	4.45029522905936
1255	143	241	349	543	4.45027982500136
1256	146	168	349	1863	4.45025994112627
1257	152	168	349	668	4.45021243645239
1258	143	280	349	1892	4.45017620441973
1259	203	310	349	668	4.45017349225647
1260	143	349	646	668	4.45016568503117
1261	143	203	349	939	4.45005401712713
1262	143	152	182	349	4.45001307422841
1263	143	203	349	2213	4.44995691998623
1264	146	241	349	3773	4.44991859916535
1265	241	349	1592	3342	4.44990082968165
1266	6	146	349	1064	4.44989969245316
1267	143	152	349	1253	4.44989249797912
1268	143	280	349	376	4.44988941134204
1269	143	241	349	2040	4.44988382500136
1270	143	146	349	3342	4.44988216837207
1271	349	668	1083	2401	4.44984980705183
1272	349	668	710	1083	4.44979239522678
1273	280	349	551	1592	4.4497681191238
1274	168	349	392	1096	4.44976397362268
1275	6	86	143	349	4.44976003115257
1276	6	143	179	349	4.44974628115257
1277	143	152	349	1670	4.44969992518411
1278	146	168	349	1798	4.4496712295054
1279	143	152	349	3769	4.44962442518411
1280	143	152	349	592	4.44961617518411
1281	349	668	2246	3525	4.44960123283476
1282	146	152	349	1607	4.44953922378147
1283	349	668	672	1083	4.44953745147941
1284	241	349	1592	3023	4.44948157968165
1285	349	374	668	1083	4.44929728619782
1286	146	152	349	1798	4.44926772668577
1287	168	349	521	1096	4.44924998629823
1288	146	349	668	719	4.44924045184334
1289	146	168	349	1204	4.4492381930398
1290	152	349	1592	1798	4.44919690267147
1291	72	349	668	1073	4.44918257214236
1292	349	392	551	1096	4.44916039765367
1293	349	668	1073	1592	4.44913500474363
1294	335	349	668	1083	4.44911178619782
1295	146	241	349	3023	4.44910234376621
1296	146	168	193	349	4.44906473429432
1297	146	152	299	349	4.44905522378147
1298	143	152	349	803	4.44905096448697
1299	6	143	193	349	4.44898002847481
1300	241	310	349	1073	4.44893642165763
1301	143	280	349	939	4.44893332887959
1302	349	668	1418	1592	4.44890699854483
1303	241	349	376	1592	4.4488775069982
1304	152	241	349	410	4.44886426477222
1305	143	349	668	916	4.4488426593955
1306	143	280	349	994	4.44878282887959
1307	152	349	1592	1653	4.44873841745764
1308	143	156	349	668	4.4486839093955
1309	168	280	349	1482	4.44868033219553
1310	143	241	349	2320	4.44860982500136
1311	143	349	1096	3173	4.44859889490972
1312	152	349	1592	4343	4.44859466745764
1313	27	349	668	1083	4.44858278619782
1314	143	152	349	912	4.44848767518411
1315	241	349	668	1995	4.44844701787735
1316	146	168	349	2614	4.44842283311588
1317	146	152	157	349	4.44841947378147
1318	143	157	349	668	4.4483554093955
1319	6	143	349	1400	4.44829728115257
1320	143	152	349	3296	4.44823517518411
1321	349	668	1083	1356	4.44815853619782
1322	146	152	349	4343	4.44814997378147
1323	146	168	349	1153	4.44808788209059
1324	6	146	349	390	4.44807844245316
1325	6	143	349	615	4.44807628115257
1326	152	241	349	1995	4.44801954492582
1327	146	193	349	1096	4.44798037216126
1328	146	152	349	546	4.44792760215203
1329	349	668	1466	2246	4.44791670209167
1330	152	349	1592	3235	4.44789166745764
1331	146	168	349	793	4.44788811470714
1332	156	349	668	1083	4.44788478619782
1333	349	668	1083	3094	4.44787403619782
1334	146	168	349	3444	4.44786688209059
1335	6	11	280	349	4.44783500655209
1336	349	668	719	1083	4.44782800059534
1337	146	152	349	1719	4.44781622378147
1338	6	146	349	1073	4.44780553321235
1339	6	146	349	1648	4.44780552791448
1340	143	349	487	668	4.4478014093955
1341	146	152	349	4327	4.44779947378147
1342	143	152	349	497	4.44779267518411
1343	146	241	349	551	4.44779205300861
1344	168	241	280	349	4.4477750230938
1345	6	146	287	349	4.44777269245316
1346	141	152	349	668	4.44772306209657
1347	143	280	349	617	4.44771757887959
1348	6	143	349	852	4.44769403115257
1349	6	280	349	551	4.44746077116774
1350	6	143	349	663	4.44745748392901
1351	139	143	349	668	4.4473746593955
1352	146	349	719	1482	4.44726125292734
1353	349	668	939	1083	4.44725853619782
1354	146	152	349	2054	4.44721847378147
1355	146	152	349	390	4.44721572378147
1356	146	168	349	390	4.44717538209059
1357	143	152	349	1159	4.44715892518411
1358	143	203	349	392	4.44715545657438
1359	143	195	241	349	4.44711391569505
1360	53	668	1083	2246	4.44708755394043
1361	143	349	668	3235	4.4470684093955
1362	143	152	349	3751	4.44705392518411
1363	146	152	349	2614	4.44701467480676
1364	349	668	1083	3521	4.44696728619782
1365	280	349	838	1096	4.44694804800892
1366	6	143	349	2107	4.44692939537249
1367	146	152	349	4992	4.44686847378147
1368	152	349	1028	1592	4.44680082683782
1369	6	146	349	812	4.44679594245316
1370	6	146	349	971	4.44679319245316
1371	6	146	349	879	4.44678869245316
1372	6	143	349	662	4.44674028115257
1373	6	146	349	485	4.44672444245316
1374	53	146	152	349	4.44672326939375
1375	143	349	668	782	4.4467039093955
1376	349	619	668	1083	4.44670078619782
1377	668	1083	1466	2246	4.44669719506411
1378	6	143	349	1176	4.44666853115257
1379	143	241	289	349	4.44662357500136
1380	6	143	349	3601	4.44660503115257
1381	143	152	349	2153	4.44656892518411
1382	146	168	349	2334	4.44653313209059
1383	143	203	349	2316	4.44642201712713
1384	152	349	1592	1667	4.44640420919246
1385	143	349	615	668	4.4463869093955
1386	146	168	349	1064	4.44638513209059
1387	143	241	349	1380	4.44637957500136
1388	143	241	349	688	4.44635932500136
1389	141	247	349	668	4.44634900349112
1390	143	152	159	349	4.44633417518411
1391	146	152	349	4611	4.44633022378147
1392	143	241	349	485	4.44614882500136
1393	146	152	349	813	4.44608347378147
1394	86	143	349	668	4.4460326593955
1395	6	152	203	349	4.44600781724893
1396	146	280	349	1995	4.44599671041327
1397	143	168	349	994	4.44596460543463
1398	6	349	668	1995	4.44595380523275
1399	143	168	349	579	4.44592235543463
1400	280	349	1083	1592	4.44582527641302
1401	6	143	349	387	4.44578603115257
1402	146	152	349	3579	4.44576997378147
1403	349	668	1083	1984	4.44576078619782
1404	146	280	349	3342	4.44570482303332
1405	6	143	349	4282	4.44564553115257
1406	72	668	1073	1083	4.44562585495097
1407	146	280	349	1120	4.44562553530591
1408	143	241	349	813	4.44560982500136
1409	82	349	668	1083	4.44558154430791
1410	143	152	349	2423	4.44556517518411
1411	143	349	1073	1592	4.44555466331268
1412	146	152	349	359	4.44554767630104
1413	143	152	349	4329	4.44543367518411
1414	668	1083	2246	3525	4.44530780061184
1415	14	143	203	349	4.44530176712713
1416	143	152	349	1695	4.44530117518411
1417	6	146	349	1607	4.44527569245316
1418	152	349	1592	1728	4.44523641745764
1419	6	146	232	349	4.44523569245316
1420	146	152	349	2320	4.44523072378147
1421	143	241	349	2016	4.44522882500136
1422	6	310	349	1592	4.4451877199377
1423	6	143	349	3464	4.44516628115257
1424	146	152	349	646	4.44515747825367
1425	6	241	280	349	4.44515734847792
1426	143	349	415	1073	4.44513552791749
1427	76	349	668	1083	4.44509759139136
1428	6	143	349	2016	4.44507203115257
1429	143	152	349	793	4.44501733329008
1430	668	1083	2184	3525	4.44498843748683
1431	6	143	349	2691	4.44496432436321
1432	349	668	1083	1863	4.44493534732654
1433	289	349	668	1083	4.44491553619781
1434	152	349	546	1592	4.4448950458282
1435	349	392	1028	1096	4.44488607694836
1436	6	146	337	349	4.44484969245316
1437	143	152	349	4184	4.44483309177682
1438	152	349	719	1592	4.44481327428872
1439	6	143	316	349	4.44477603115257
1440	146	152	196	349	4.44475767046638
1441	168	203	349	1592	4.44472465466012
1442	143	241	338	349	4.44469082500136
1443	146	241	349	899	4.44467834376621
1444	143	349	668	2334	4.4446189093955
1445	139	241	349	1592	4.44460682968165
1446	143	152	349	791	4.44458867518411
1447	143	349	531	1592	4.44455459043198
1448	152	280	349	668	4.44452474962082
1449	143	241	349	1204	4.4445034343019
1450	6	143	349	2316	4.44450153115257
1451	88	349	668	1083	4.44449078619782
1452	146	152	211	349	4.44445996763166
1453	6	146	349	4992	4.44443969245316
1454	143	241	319	349	4.44438907500136
1455	6	168	349	531	4.44432162805516
1456	146	168	349	2054	4.44430663209059
1457	152	349	543	1592	4.44430191745764
1458	143	349	668	2053	4.44429729701373
1459	146	241	349	1984	4.44424009376621
1460	152	289	349	1592	4.44418066745764
1461	349	668	815	1669	4.44417412916665
1462	143	152	349	2787	4.44416167518411
1463	143	152	349	2974	4.44415117518411
1464	146	349	1482	2213	4.44411022255169
1465	143	168	349	376	4.44410500299744
1466	143	241	349	1532	4.44407940865105
1467	6	41	143	349	4.44406478115257
1468	146	152	349	2100	4.44396047378147
