V1	V2
3700	46	3360
3701	152	2184
3702	152	889
3703	1798	3991
3704	352	1083
3705	211	4556
3706	1984	4019
3707	349	1373
3708	241	1153
3709	152	1884
3710	152	1220
3711	152	937
3712	349	3441
3713	359	1798
3714	189	211
3715	260	939
3716	80	1083
3717	1083	2714
3718	266	1984
3719	1564	1894
3720	1319	4992
3721	1083	2011
3722	349	896
3723	196	711
3724	433	579
3725	3514	4603
3726	14	3507
3727	939	1540
3728	939	2463
3729	1330	1331
3730	168	1595
3731	196	1319
3732	349	2406
3733	210	1083
3734	939	3991
3735	266	3799
3736	280	609
3737	882	3235
3738	152	709
3739	882	3514
3740	152	2763
3741	579	917
3742	338	939
3743	1226	3360
3744	1083	1776
3745	656	3601
3746	43	1653
3747	349	1946
3748	879	2053
3749	551	3825
3750	241	1356
3751	152	2807
3752	152	393
3753	1695	3514
3754	310	1367
3755	1653	3091
3756	374	1319
3757	152	3392
3758	152	674
3759	867	1798
3760	152	276
3761	916	939
3762	1653	2789
3763	1083	3531
3764	3	939
3765	579	4327
3766	146	1319
3767	80	310
3768	579	1299
3769	479	2107
3770	842	3342
3771	14	2159
3772	971	3514
3773	543	1984
3774	189	1984
3775	152	1298
3776	551	808
3777	2316	3531
3778	2903	3360
3779	52	152
3780	152	4019
3781	2493	3415
3782	3464	4206
3783	2316	3521
3784	663	1073
3785	2107	2893
3786	211	1253
3787	586	2107
3788	222	579
3789	280	971
3790	1653	4962
3791	152	3441
3792	917	1653
3793	1464	1603
3794	2107	3847
3795	3799	4184
3796	750	1798
3797	152	2974
3798	152	790
3799	310	1382
3800	145	1083
3801	88	152
3802	485	1798
3803	1653	2100
3804	1096	1208
3805	105	615
3806	782	1064
3807	280	1719
3808	2316	3657
3809	2316	2636
3810	349	1904
3811	2493	3132
3812	1083	1465
3813	489	1083
3814	791	2153
3815	2107	2479
3816	151	659
3817	349	4616
3818	579	1046
3819	617	1984
3820	1798	2196
3821	1083	3030
3822	349	3211
3823	152	677
3824	152	2398
3825	668	1319
3826	280	1374
3827	310	727
3828	14	912
3829	310	1894
3830	939	2390
3831	88	2493
3832	676	705
3833	3360	3614
3834	152	1481
3835	182	211
3836	8	994
3837	280	2491
3838	875	899
3839	939	2002
3840	432	1083
3841	939	4557
3842	349	352
3843	1096	1843
3844	891	1984
3845	15	280
3846	1544	2316
3847	14	232
3848	1159	1984
3849	939	1953
3850	1083	3507
3851	43	3360
3852	402	994
3853	711	1648
3854	879	994
3855	491	579
3856	62	1974
3857	1798	3342
3858	579	3396
3859	141	1653
3860	701	3360
3861	152	1011
3862	574	711
3863	152	1439
3864	211	344
3865	62	1738
3866	152	968
3867	286	1653
3868	349	1797
3869	559	4329
3870	1083	1362
3871	152	1753
3872	211	390
3873	287	4019
3874	62	1939
3875	731	1319
3876	152	5344
3877	551	1667
3878	152	4886
3879	349	2101
3880	152	3525
3881	152	2405
3882	917	3342
3883	917	1798
3884	14	2866
3885	146	3342
3886	676	3360
3887	668	2614
3888	939	2802
3889	280	3299
3890	156	211
3891	656	1487
3892	560	1083
3893	211	2792
3894	79	939
3895	407	2138
3896	1440	1653
3897	132	2316
3898	196	3531
3899	1843	2903
3900	782	1096
3901	62	86
3902	1532	1695
3903	661	3531
3904	211	2568
3905	30	899
3906	196	1984
3907	152	944
3908	349	4405
3909	1319	2054
3910	731	1798
3911	1374	3091
3912	152	2836
3913	211	3859
3914	349	1489
3915	1843	3132
3916	2107	2909
3917	280	4206
3918	1083	3457
3919	559	3235
3920	615	756
3921	310	1558
3922	1083	2653
3923	411	2316
3924	782	3235
3925	3360	3464
3926	287	1798
3927	86	1357
3928	1362	3360
3929	2107	2248
3930	939	2466
3931	719	2107
3932	696	1083
3933	152	1952
3934	14	405
3935	239	1083
3936	280	917
3937	290	1984
3938	152	402
3939	152	1268
3940	34	280
3941	1153	3360
3942	655	1653
3943	62	399
3944	349	3500
3945	211	1833
3946	349	443
3947	2107	3080
3948	615	1319
3949	379	899
3950	14	750
3951	349	3491
3952	228	1319
3953	1653	1833
3954	349	3080
3955	879	3799
3956	202	1083
3957	280	1932
3958	337	939
3959	14	491
3960	2107	2481
3961	152	2953
3962	349	566
3963	299	3360
3964	1083	4113
3965	349	4071
3966	1083	1545
3967	2316	3049
3968	579	662
3969	3760	5222
3970	14	53
3971	152	2466
3972	211	1738
3973	579	3074
3974	1331	1557
3975	112	195
3976	1319	1892
3977	79	1083
3978	241	711
3979	211	1477
3980	564	1083
3981	182	1073
3982	211	3603
3983	56	994
3984	86	2493
3985	559	3342
3986	152	1078
3987	62	74
3988	879	1591
3989	1083	1804
3990	663	1109
3991	1798	3392
3992	152	2668
3993	349	3152
3994	916	1319
3995	280	4603
3996	288	1076
3997	280	1083
3998	1653	2997
3999	939	2473
4000	1984	2334
4001	349	1914
4002	342	668
4003	579	1653
4004	138	349
4005	46	280
4006	688	1653
4007	349	2535
4008	241	3531
4009	619	1319
4010	349	1754
4011	1083	4594
4012	182	1843
4013	1400	2493
4014	211	3115
4015	569	2107
4016	349	1510
4017	938	4282
4018	939	1226
4019	215	349
4020	211	4962
4021	357	579
4022	2316	4292
4023	349	3991
4024	1066	1083
4025	899	1083
4026	465	3235
4027	260	1798
4028	1350	3360
4029	280	3091
4030	485	1653
4031	152	182
4032	14	4603
4033	127	1843
4034	349	952
4035	1083	1839
4036	882	3342
4037	1083	1709
4038	211	1462
4039	387	2107
4040	310	335
4041	1319	1358
4042	14	2213
4043	487	579
4044	178	1653
4045	848	2316
4046	579	1695
4047	152	1898
4048	708	1083
4049	705	1798
4050	2493	2903
4051	551	936
4052	3360	3725
4053	617	3191
4054	2107	3772
4055	1374	2493
4056	1399	3360
4057	152	2271
4058	1083	5245
4059	808	4206
4060	241	1380
4061	939	1884
4062	196	280
4063	1753	3360
4064	152	1159
4065	211	4783
4066	1653	3579
4067	899	1299
4068	230	3360
4069	838	3360
4070	1895	2493
4071	141	3360
4072	1843	2659
4073	14	485
4074	1591	2053
4075	104	1073
4076	1380	3235
4077	349	1268
4078	1319	1969
4079	938	3514
4080	62	1206
4081	579	1226
4082	337	2316
4083	1083	2270
4084	939	2060
4085	2016	2316
4086	1483	3360
4087	2423	4206
4088	280	3800
4089	574	2866
4090	1397	2107
4091	349	1541
4092	1160	1653
4093	269	407
4094	14	1083
4095	152	1515
4096	349	2767
4097	266	3360
4098	211	4522
4099	1895	2316
4100	152	2653
4101	6	392
4102	579	3474
4103	1653	4557
4104	349	3290
4105	6	89
4106	939	2100
4107	899	3444
4108	112	1843
4109	41	287
4110	14	3825
4111	579	672
4112	62	1551
4113	971	4206
4114	349	3903
4115	542	2316
4116	152	2665
4117	939	3751
4118	14	433
4119	1482	2423
4120	537	579
4121	1262	1319
4122	152	1249
4123	211	1614
4124	782	1380
4125	3091	4019
4126	222	939
4127	112	1984
4128	1798	2970
4129	319	1319
4130	551	847
4131	241	407
4132	280	852
4133	1653	4728
4134	2423	4329
4135	62	879
4136	152	2183
4137	1380	1843
4138	579	4282
4139	309	2493
4140	1083	3265
4141	211	1399
4142	152	3415
4143	579	3045
4144	815	2246
4145	152	4328
4146	349	2631
4147	579	2159
4148	14	3916
4149	1572	2107
4150	1319	2342
4151	2316	3132
4152	891	1653
4153	1073	1592
4154	939	2789
4155	2138	3425
4156	1653	3415
4157	143	719
4158	152	332
4159	913	1984
4160	338	3360
4161	311	1083
4162	569	1564
4163	551	961
4164	939	4000
4165	1121	1482
4166	676	2712
4167	310	2578
4168	585	867
4169	1083	2855
4170	387	1319
4171	119	1653
4172	400	1011
4173	105	3799
4174	899	3074
4175	879	2316
4176	43	938
4177	251	280
4178	1096	2493
4179	2316	2334
4180	330	392
4181	349	1060
4182	146	203
4183	574	3235
4184	2107	2342
4185	1564	1746
4186	376	3825
4187	615	1204
4188	1669	2246
4189	742	2316
4190	14	3074
4191	579	1780
4192	579	2270
4193	359	971
4194	183	2107
4195	579	976
4196	287	1159
4197	546	899
4198	810	3360
4199	112	531
4200	376	882
4201	579	3825
4202	1695	3464
4203	80	2493
4204	86	879
4205	579	1872
4206	1083	1304
4207	1073	1439
4208	310	3073
4209	651	711
4210	1653	3073
4211	649	1653
4212	116	152
4213	656	2802
4214	2246	2316
4215	139	241
4216	41	1083
4217	349	608
4218	917	1083
4219	349	2707
4220	182	615
4221	675	3360
4222	224	3360
4223	2107	3522
4224	266	485
4225	735	2107
4226	1653	2893
4227	349	1033
4228	289	1319
4229	62	4544
4230	1224	1843
4231	14	43
4232	1083	1099
4233	1083	2779
4234	688	1798
4235	1984	2094
4236	639	1892
4237	1653	2657
4238	349	3474
4239	579	867
4240	359	938
4241	399	1319
4242	349	3392
4243	121	152
4244	787	994
4245	287	3531
4246	152	2855
4247	152	3067
4248	579	842
4249	2793	4516
4250	433	994
4251	485	1984
4252	349	1833
4253	259	1083
4254	14	543
4255	1083	2217
4256	349	2848
4257	168	177
4258	2423	4380
4259	349	4924
4260	1757	2316
4261	2493	3521
4262	349	1596
4263	782	2016
4264	152	1262
4265	1798	4429
4266	579	1267
4267	178	2316
4268	2493	3094
4269	2107	4992
4270	86	916
4271	1159	3235
4272	157	2493
4273	211	2866
4274	152	602
4275	152	3522
4276	619	939
4277	1863	2138
4278	46	1083
4279	152	706
4280	994	2657
4281	939	2806
4282	939	1532
4283	241	1439
4284	72	415
4285	14	778
4286	1653	1941
4287	708	994
4288	1551	1653
4289	1073	1097
4290	939	2159
4291	994	3026
4292	1115	1512
4293	579	1592
4294	232	782
4295	3360	4632
4296	34	3342
4297	152	2411
4298	904	1083
4299	1001	2107
4300	299	2493
4301	211	1056
4302	701	1653
4303	1798	3603
4304	579	994
4305	290	3360
4306	3342	4286
4307	211	1324
4308	97	211
4309	676	4603
4310	1319	1487
4311	14	782
4312	94	579
4313	702	1083
4314	3464	3800
4315	579	891
4316	152	1253
4317	152	398
4318	2316	3622
4319	668	1993
4320	938	1932
4321	1083	4557
4322	2970	3360
4323	994	1319
4324	14	2040
4325	152	926
4326	615	3531
4327	311	939
4328	62	725
4329	1653	1991
4330	152	858
4331	1051	3360
4332	2493	3235
4333	14	847
4334	232	579
4335	579	2789
4336	256	1843
4337	189	290
4338	62	3132
4339	43	4282
4340	280	1892
4341	939	1357
4342	676	939
4343	152	1699
4344	1304	2107
4345	1551	3360
4346	349	2870
4347	410	2316
4348	310	1207
4349	1350	2493
4350	2107	4150
4351	127	1984
4352	62	916
4353	1083	1904
4354	62	314
4355	1695	2789
4356	62	1653
4357	711	2866
4358	211	1198
4359	1153	1798
4360	649	3360
4361	1083	3235
4362	1262	2107
4363	376	971
4364	376	4282
4365	280	491
4366	146	899
4367	2107	4325
4368	631	2107
4369	390	1653
4370	994	3799
4371	9	211
4372	1083	1400
4373	672	899
4374	211	1705
4375	105	152
4376	1083	1440
4377	672	1073
4378	211	2294
4379	1083	3941
4380	867	1653
4381	349	4152
4382	310	3604
4383	391	1083
4384	531	615
4385	994	1380
4386	349	3662
4387	485	2153
4388	407	782
4389	211	2928
4390	2107	2399
4391	1984	2100
4392	88	1319
4393	196	661
4394	310	1176
4395	215	1648
4396	119	310
4397	358	3360
4398	211	553
4399	349	4122
4400	196	1487
4401	2789	3235
4402	579	4611
4403	526	2316
4404	211	579
4405	1299	1798
4406	14	1592
4407	725	994
4408	241	341
4409	551	4603
4410	310	2016
4411	579	936
4412	152	2799
4413	1709	1984
4414	1551	2493
4415	968	3342
4416	1894	1902
4417	706	939
4418	407	2107
4419	62	1083
4420	1670	2316
4421	203	994
4422	676	2789
4423	782	1153
4424	151	2955
4425	211	4766
4426	310	1224
4427	14	339
4428	241	3342
4429	574	876
4430	899	3933
4431	615	1231
4432	1083	3702
4433	74	939
4434	379	3342
4435	2114	3342
4436	782	2153
4437	113	623
4438	1653	4522
4439	1357	2316
4440	152	2090
4441	1159	3531
4442	376	3800
4443	349	3633
4444	152	2135
4445	917	939
4446	287	994
4447	215	1083
4448	1843	2455
4449	14	3996
4450	2107	2577
4451	1388	2493
4452	778	939
4453	782	879
4454	62	1574
4455	1319	1367
4456	152	1049
4457	338	1319
4458	462	994
4459	675	1319
4460	62	4909
4461	62	349
4462	79	1653
4463	189	1892
4464	211	1408
4465	346	1653
4466	349	3945
4467	55	349
4468	349	1724
4469	1115	3265
4470	3235	3916
4471	241	2016
4472	1083	1402
4473	155	4019
4474	579	2320
4475	1653	4184
4476	867	1083
4477	579	2100
4478	1262	2316
4479	152	3371
4480	310	913
4481	349	3837
4482	546	2423
4483	176	349
4484	592	899
4485	118	349
4486	1653	2159
4487	310	782
4488	14	688
4489	615	1096
4490	668	2060
4491	211	1465
4492	3514	4206
4493	310	1648
4494	152	659
4495	374	3360
4496	349	2035
4497	1134	3360
4498	211	619
4499	1653	1670
4500	579	4728
4501	14	4282
4502	882	939
4503	341	3360
4504	349	1814
4505	211	791
4506	1096	3799
4507	1695	4329
4508	211	790
4509	76	349
4510	879	2054
4511	159	211
4512	1083	2792
4513	151	1351
4514	211	2140
4515	14	520
4516	1096	3531
4517	939	2636
4518	211	3418
4519	98	310
4520	178	3360
4521	1083	3592
4522	2493	3902
4523	119	211
4524	1083	1267
4525	349	1512
4526	38	349
4527	310	2903
4528	349	1627
4529	644	939
4530	349	2962
4531	41	1984
4532	485	782
4533	353	1083
4534	2100	3342
4535	939	3449
4536	334	3360
4537	14	3579
4538	1083	4150
4539	74	1319
4540	62	1534
4541	349	3412
4542	2316	2931
4543	1083	2475
4544	719	1319
4545	1319	3525
4546	211	3012
4547	152	4417
4548	574	1602
4549	2316	3325
4550	152	518
4551	211	1754
4552	1969	3360
4553	3360	3650
4554	152	2477
4555	349	3122
4556	2316	2569
4557	1083	3418
4558	232	676
4559	899	1482
4560	1115	1354
4561	349	2858
4562	1319	2982
4563	487	2316
4564	2100	3235
4565	1083	1852
4566	203	2734
4567	62	402
4568	610	1653
4569	913	1096
4570	232	280
4571	1798	4184
4572	1653	2479
4573	395	1083
4574	1798	3933
4575	266	3235
4576	615	1115
4577	615	994
4578	569	1083
4579	287	485
4580	280	4329
4581	3514	4329
4582	152	4237
4583	62	2636
4584	145	349
4585	151	349
4586	232	4282
4587	994	2799
4588	152	155
4589	349	1852
4590	168	1083
4591	2153	3464
4592	211	1880
4593	913	3799
4594	211	218
4595	3712	4282
4596	579	791
4597	211	251
4598	1843	3094
4599	939	3216
4600	1153	1984
4601	876	3360
4602	656	1319
4603	314	531
4604	882	971
4605	399	2107
4606	376	4380
4607	1150	1319
4608	152	3474
4609	747	939
4610	349	4508
4611	994	1798
4612	241	287
4613	711	3464
4614	152	4508
4615	1083	3751
4616	485	3091
4617	1902	2047
4618	349	4614
4619	543	2040
4620	62	1189
4621	1984	4292
4622	241	1357
4623	349	3456
4624	2159	3235
4625	14	651
4626	939	4728
4627	152	1039
4628	189	899
4629	211	2505
4630	661	1798
4631	1153	3342
4632	287	916
4633	196	574
4634	553	1564
4635	662	4019
4636	676	2691
4637	152	957
4638	1083	1170
4639	349	2771
4640	157	2316
4641	14	537
4642	838	1653
4643	286	310
4644	104	1097
4645	1083	4195
4646	155	3235
4647	579	2691
4648	152	2848
4649	211	571
4650	187	2493
4651	787	2493
4652	2316	3426
4653	1388	1653
4654	1231	1984
4655	349	3249
4656	1078	1798
4657	902	939
4658	939	1670
4659	211	709
4660	86	1319
4661	390	2107
4662	3360	3368
4663	86	1984
4664	944	2316
4665	241	359
4666	187	994
4667	994	1483
4668	2107	2357
4669	349	2783
4670	1096	1487
4671	1176	1984
4672	651	1319
4673	1083	1551
4674	349	427
4675	3	4516
4676	574	3531
4677	615	830
4678	95	579
4679	39	939
4680	241	284
4681	1319	3191
4682	747	3360
4683	939	1695
4684	1551	1984
4685	280	2789
4686	211	1839
4687	349	1692
4688	782	867
4689	349	3257
4690	37	359
4691	731	2107
4692	1798	1844
4693	349	2739
4694	349	3418
4695	211	2042
4696	152	3410
4697	1319	3271
4698	574	4019
4699	1350	1357
4700	3360	3601
4701	105	1083
4702	1083	2577
4703	121	349
4704	1267	3360
4705	1362	1984
4706	1095	4516
4707	971	3091
4708	407	1319
4709	289	899
4710	349	3853
4711	407	1798
4712	402	3360
4713	143	392
4714	349	355
4715	579	708
4716	376	1532
4717	349	1919
4718	178	310
4719	211	1382
4720	574	3415
4721	310	3132
4722	376	3514
4723	3342	3579
4724	808	3825
4725	899	3401
4726	711	1984
4727	232	4184
4728	83	2107
4729	247	310
4730	211	1873
4731	3365	4516
4732	310	3211
4733	994	3097
4734	939	2423
4735	668	3936
4736	879	1670
4737	2316	2320
4738	310	1397
4739	27	211
4740	1754	2107
4741	1083	1224
4742	2493	4019
4743	1581	2107
4744	783	3360
4745	1847	1894
4746	615	629
4747	349	4714
4748	132	2107
4749	14	936
4750	939	2237
4751	1083	1841
4752	551	3392
4753	756	1083
4754	376	1648
4755	551	2423
4756	615	1350
4757	579	2392
4758	4206	4329
4759	349	1078
4760	410	899
4761	15	3342
4762	465	899
4763	410	579
4764	1653	2095
4765	900	2053
4766	4010	4516
4767	14	222
4768	152	4522
4769	676	3916
4770	867	3360
4771	2107	4516
4772	14	157
4773	290	406
4774	62	787
4775	1083	4184
4776	782	913
4777	756	1653
4778	215	1653
4779	349	489
4780	1969	2107
4781	136	1843
4782	146	1028
4783	1319	1581
4784	211	718
4785	619	2107
4786	132	310
4787	2107	3983
4788	1116	1798
4789	1653	2334
4790	88	2054
4791	211	1046
4792	359	4206
4793	994	1503
4794	349	423
4795	14	3023
4796	211	5059
4797	359	4329
4798	2082	2316
4799	1953	3360
4800	211	3448
4801	152	3787
4802	1984	3094
4803	2423	3825
4804	994	3091
4805	349	1387
4806	241	3091
4807	940	3235
4808	159	1319
4809	182	994
4810	1670	1843
4811	152	3675
4812	747	1083
4813	579	3521
4814	902	1798
4815	1356	2493
4816	659	994
4817	882	2153
4818	3342	3665
4819	1083	4328
4820	487	899
4821	1319	1380
4822	1843	3531
4823	661	994
4824	688	916
4825	349	757
4826	22	1146
4827	1100	1843
4828	2115	2316
4829	211	675
4830	615	1089
4831	309	939
4832	1798	2040
4833	1564	1761
4834	2657	3360
4835	376	3360
4836	52	1798
4837	2893	3360
4838	14	2100
4839	211	4286
4840	211	2205
4841	1153	2107
4842	2539	3360
4843	1653	1969
4844	1083	3101
4845	1670	3360
4846	1677	3360
4847	168	222
4848	2316	2708
4849	168	3173
4850	1083	3444
4851	3521	3531
4852	939	2270
4853	152	2500
4854	349	2893
4855	1695	3800
4856	531	719
4857	196	579
4858	1653	2294
4859	349	4244
4860	1083	2721
4861	211	1010
4862	559	938
4863	310	1097
4864	402	1319
4865	196	2107
4866	157	241
4867	349	4522
4868	280	662
4869	414	1083
4870	2040	3235
4871	913	1487
4872	994	1351
4873	152	2691
4874	280	1648
4875	497	2107
4876	338	782
4877	211	1304
4878	143	1653
4879	14	891
4880	939	2858
4881	706	3360
4882	899	4343
4883	1083	1692
4884	1319	2339
4885	376	4603
4886	211	831
4887	939	2342
4888	3342	4992
4889	875	3342
4890	280	899
4891	487	994
4892	96	152
4893	211	3042
4894	211	351
4895	290	3235
4896	349	1429
4897	579	2002
4898	574	2836
4899	891	1798
4900	940	2493
4901	1843	1969
4902	269	2107
4903	579	4380
4904	782	1984
4905	211	3690
4906	848	3235
4907	1382	2316
4908	1798	4286
4909	152	3601
4910	1487	3799
4911	1319	1503
4912	579	1728
4913	151	2047
4914	152	3295
4915	62	2734
4916	97	2316
4917	1319	2016
4918	646	663
4919	1083	3460
4920	1400	3235
4921	543	2316
4922	1231	1319
4923	1231	1653
4924	289	782
4925	579	4749
4926	1187	2107
4927	2054	3531
4928	615	1670
4929	6	609
4930	1319	2659
4931	50	1083
4932	152	1624
4933	879	913
4934	1330	1557
4935	157	1984
4936	559	4603
4937	280	2434
4938	1083	3257
4939	139	3235
4940	53	899
4941	280	1010
4942	62	338
4943	349	876
4944	2463	3799
4945	43	3235
4946	1695	3392
4947	830	2107
4948	152	1048
4949	15	3360
4950	211	3271
4951	286	2107
4952	1540	1798
4953	287	1843
4954	349	4288
4955	3023	3799
4956	241	1097
4957	1798	3278
4958	323	3360
4959	159	1653
4960	104	2493
4961	994	3235
4962	1319	3604
4963	782	916
4964	939	3030
4965	899	1046
4966	260	2107
4967	1653	1787
4968	551	695
4969	376	585
4970	2316	3637
4971	1653	1843
4972	938	3235
4973	280	1844
4974	266	782
4975	1356	1798
4976	349	3592
4977	224	994
4978	1919	2316
4979	280	651
4980	1798	3579
4981	977	1798
4982	2107	3525
4983	290	891
4984	349	3546
4985	349	3712
4986	349	2337
4987	196	1648
4988	256	349
4989	14	407
4990	939	5127
4991	299	310
4992	187	2316
4993	1357	2107
4994	152	2787
4995	14	754
4996	655	994
4997	939	1863
4998	3342	4343
4999	1564	2954
5000	706	1984
5001	241	465
5002	1653	3991
5003	182	2054
5004	152	1037
5005	765	939
5006	280	3933
5007	617	676
5008	1695	3091
5009	1083	1298
5010	1083	1833
5011	790	1653
5012	870	994
5013	1653	1925
5014	1203	2053
5015	1399	2107
5016	211	1355
5017	152	2279
5018	668	1653
5019	80	939
5020	211	2793
5021	939	2760
5022	334	2316
5023	146	1995
5024	487	1083
5025	287	309
5026	349	5212
5027	349	5383
5028	2153	3514
5029	791	4019
5030	731	1984
5031	152	1675
5032	2	1984
5033	3514	3825
5034	349	558
5035	151	1354
5036	349	2038
5037	735	1653
5038	349	897
5039	211	1351
5040	310	1487
5041	2466	3360
5042	7	1798
5043	447	2316
5044	46	1653
5045	349	4982
5046	310	1159
5047	310	2479
5048	152	3659
5049	761	1083
5050	644	1653
5051	1083	2635
5052	241	1299
5053	152	5237
5054	2	994
5055	367	1083
5056	1798	3026
5057	152	3551
5058	241	668
5059	152	2338
5060	1150	3360
5061	211	1002
5062	287	1374
5063	916	2493
5064	1653	2040
5065	272	1798
5066	756	2107
5067	2246	3525
5068	1287	2040
5069	211	602
5070	349	743
5071	170	1564
5072	1400	1984
5073	349	4065
5074	1319	1357
5075	615	1627
5076	349	767
5077	609	1083
5078	936	1798
5079	289	407
5080	891	3235
5081	940	1798
5082	2196	2493
5083	3235	3342
5084	1083	2783
5085	579	916
5086	402	1083
5087	151	2049
5088	579	3531
5089	2316	2657
5090	590	1653
5091	211	1060
5092	56	1083
5093	1299	1319
5094	1653	2080
5095	152	1914
5096	241	1648
5097	280	731
5098	1984	2392
5099	349	456
5100	668	5245
5101	1159	1843
5102	2107	3271
5103	159	939
5104	14	330
5105	290	1653
5106	43	232
5107	579	688
5108	349	1115
5109	349	4232
5110	3235	3464
5111	14	146
5112	3235	4603
5113	2	2493
5114	349	3183
5115	1083	1829
5116	157	939
5117	902	2107
5118	139	1319
5119	1602	1653
5120	314	3173
5121	14	3444
5122	97	1319
5123	659	1351
5124	143	415
5125	489	1653
5126	376	852
5127	74	2316
5128	86	1073
5129	1083	1176
5130	676	791
5131	310	3522
5132	14	187
5133	994	3579
5134	836	1574
5135	579	1941
5136	531	1653
5137	2847	3360
5138	152	1023
5139	114	2316
5140	266	676
5141	287	3342
5142	349	1772
5143	1653	1953
5144	405	579
5145	710	2493
5146	72	203
5147	46	287
5148	1046	1083
5149	14	2320
5150	211	2033
5151	349	3086
5152	211	1235
5153	1319	3094
5154	1969	2316
5155	615	727
5156	939	2659
5157	76	1115
5158	579	2322
5159	287	3023
5160	491	3235
5161	662	676
5162	241	891
5163	1397	1984
5164	676	3991
5165	349	2502
5166	2903	3531
5167	1253	2493
5168	1356	3799
5169	266	3023
5170	310	3525
5171	1319	2094
5172	310	916
5173	879	3360
5174	349	2620
5175	546	3342
5176	203	1843
5177	615	2734
5178	349	3457
5179	349	3786
5180	1083	1382
5181	211	2677
5182	168	1592
5183	579	1362
5184	211	1669
5185	280	5383
5186	579	3464
5187	62	1457
5188	80	2316
5189	1083	2523
5190	376	2691
5191	1083	1287
5192	358	2107
5193	651	994
5194	2294	3360
5195	349	3267
5196	310	497
5197	1083	1292
5198	152	696
5199	241	1892
5200	2107	2183
5201	374	1984
5202	349	779
5203	615	1804
5204	14	1540
5205	31	899
5206	266	287
5207	1083	1581
5208	2114	3360
5209	280	2529
5210	1083	1895
5211	615	1357
5212	152	2457
5213	994	1397
5214	852	939
5215	211	756
5216	1892	3444
5217	392	3299
5218	211	298
5219	832	1083
5220	359	674
5221	349	1674
5222	222	376
5223	161	994
5224	349	2393
5225	551	595
5226	310	837
5227	88	241
5228	203	879
5229	1653	3945
5230	902	1653
5231	241	266
5232	579	1388
5233	3235	3800
5234	615	2636
5235	2493	3097
5236	399	1984
5237	971	4329
5238	211	3764
5239	152	615
5240	14	2153
5241	1350	4019
5242	2080	2107
5243	2463	3360
5244	1073	1299
5245	1653	1884
5246	338	1984
5247	86	1159
5248	1159	1350
5249	152	4018
5250	152	4722
5251	14	287
5252	1252	2107
5253	939	3135
5254	280	2806
5255	14	867
5256	152	367
5257	937	962
5258	676	1719
5259	2053	2578
5260	2392	3023
5261	476	2316
5262	1482	3342
5263	1073	1892
5264	711	902
5265	310	735
5266	2107	3202
5267	330	579
5268	1653	2806
5269	911	3342
5270	3097	3360
5271	688	1083
5272	349	3615
5273	1204	1564
5274	152	690
5275	939	3579
5276	1083	1226
5277	432	899
5278	1804	2954
5279	211	2220
5280	916	3091
5281	152	710
5282	62	241
5283	152	449
5284	1719	3235
5285	1653	3601
5286	750	1319
5287	318	2316
5288	349	766
5289	3000	3825
5290	491	1798
5291	14	813
5292	538	1083
5293	310	2094
5294	1083	2766
5295	579	611
5296	676	3859
5297	152	3608
5298	349	2544
5299	676	891
5300	280	1287
5301	3464	3514
5302	668	2054
5303	574	4522
5304	310	1356
5305	280	2691
5306	349	4779
5307	349	2654
5308	937	1695
5309	3360	3914
5310	994	3531
5311	152	495
5312	574	791
5313	152	4340
5314	1503	2107
5315	939	1234
5316	560	2138
5317	899	1719
5318	98	1083
5319	349	2077
5320	676	2411
5321	86	2107
5322	349	3796
5323	266	2153
5324	4206	4282
5325	310	3418
5326	551	899
5327	600	1564
5328	211	1674
5329	899	1028
5330	11	1096
5331	994	1895
5332	349	3012
5333	374	2107
5334	211	977
5335	152	1325
5336	1351	1902
5337	112	994
5338	2138	2392
5339	848	916
5340	551	3091
5341	1037	1798
5342	994	2100
5343	2107	5338
5344	1083	3492
5345	310	3360
5346	86	2016
5347	939	2392
5348	848	3342
5349	290	3342
5350	1487	3023
5351	287	2016
5352	1327	1342
5353	2848	3809
5354	543	3360
5355	2196	2316
5356	2806	3360
5357	349	616
5358	994	3094
5359	661	3235
5360	211	971
5361	211	625
5362	2107	2441
5363	46	241
5364	579	1313
5365	152	787
5366	656	711
5367	152	3299
5368	310	3170
5369	1544	2493
5370	86	3235
5371	152	252
5372	579	3996
5373	3360	4522
5374	376	711
5375	14	976
5376	309	4019
5377	1083	3814
5378	2153	4206
5379	335	2493
5380	211	2185
5381	127	1083
5382	679	1083
5383	676	1984
5384	152	2455
5385	939	1239
5386	939	3026
5387	1984	2806
5388	2734	3360
5389	579	813
5390	157	916
5391	958	3342
5392	551	3996
5393	211	4933
5394	407	1843
5395	1083	1159
5396	3360	4903
5397	14	4783
5398	1653	3026
5399	551	937
5400	62	909
5401	349	2441
5402	1397	2493
5403	939	2248
5404	349	3864
5405	157	3235
5406	813	1083
5407	1319	1388
5408	579	3421
5409	711	3945
5410	407	617
5411	994	1176
5412	152	1953
5413	157	579
5414	830	1843
5415	62	1503
5416	1299	1892
5417	564	1648
5418	376	2153
5419	615	3604
5420	1798	3945
5421	1002	1083
5422	319	782
5423	690	2316
5424	376	2789
5425	2316	2392
5426	830	3360
5427	1356	3235
5428	1843	2016
5429	959	1073
5430	531	939
5431	104	241
5432	1319	2463
5433	286	939
5434	1362	2493
5435	579	2919
5436	392	3342
5437	1083	3971
5438	211	4430
5439	551	1046
5440	349	4229
