V1	V2
7182	349	1413
7183	2107	3094
7184	2094	3023
7185	1319	2893
7186	27	1653
7187	579	848
7188	139	2866
7189	782	2734
7190	303	2493
7191	211	938
7192	227	1083
7193	3360	3371
7194	152	1757
7195	2196	3360
7196	879	1397
7197	2866	3464
7198	14	3045
7199	22	2051
7200	782	1356
7201	1319	1551
7202	349	4297
7203	711	2107
7204	280	3563
7205	407	3531
7206	1400	3531
7207	1362	1798
7208	482	1083
7209	1592	2040
7210	2246	3169
7211	1159	4292
7212	309	1843
7213	152	3409
7214	152	1700
7215	899	3507
7216	1350	2049
7217	203	3773
7218	1287	4019
7219	1653	2648
7220	3360	3800
7221	1083	3371
7222	661	1380
7223	546	4206
7224	553	659
7225	241	1159
7226	211	4175
7227	309	994
7228	349	5051
7229	1319	2806
7230	1591	2954
7231	211	2659
7232	615	1097
7233	1532	3464
7234	659	1083
7235	782	3916
7236	37	2423
7237	3360	3603
7238	310	1153
7239	62	1249
7240	676	3392
7241	1798	3045
7242	936	4603
7243	1083	3622
7244	152	4970
7245	2437	3360
7246	719	1839
7247	98	1653
7248	211	2087
7249	939	2479
7250	53	211
7251	939	2657
7252	1083	2267
7253	1669	3342
7254	1627	2316
7255	359	4603
7256	62	1268
7257	1115	1871
7258	579	1397
7259	1709	3531
7260	639	676
7261	2107	2953
7262	211	3589
7263	798	2316
7264	399	1754
7265	211	3492
7266	817	1083
7267	668	1073
7268	579	2997
7269	1544	2107
7270	338	2054
7271	319	812
7272	939	1832
7273	848	3531
7274	938	4603
7275	310	4018
7276	1843	2392
7277	939	5237
7278	1653	3396
7279	939	1572
7280	711	916
7281	2107	2475
7282	899	3387
7283	711	938
7284	1863	2107
7285	280	3991
7286	287	1350
7287	14	1709
7288	1287	3091
7289	1648	1984
7290	290	1374
7291	1204	2316
7292	1083	4010
7293	899	1892
7294	376	867
7295	1798	3996
7296	3360	4544
7297	14	4327
7298	1267	3235
7299	1653	1656
7300	1932	3342
7301	335	1096
7302	1653	3129
7303	433	2316
7304	551	842
7305	1843	2053
7306	688	3342
7307	579	635
7308	222	551
7309	241	676
7310	152	765
7311	310	1235
7312	661	1400
7313	310	1974
7314	215	3360
7315	349	1915
7316	15	938
7317	994	1722
7318	913	1843
7319	579	590
7320	310	3531
7321	1083	1898
7322	676	4522
7323	603	1083
7324	11	579
7325	704	1705
7326	994	3191
7327	152	534
7328	4329	4603
7329	1115	1847
7330	359	3000
7331	1083	3098
7332	830	2316
7333	3132	3531
7334	615	1159
7335	679	1073
7336	1984	2992
7337	2004	2138
7338	782	3094
7339	579	4343
7340	579	3368
7341	1253	2107
7342	459	3360
7343	152	3951
7344	359	3809
7345	82	1096
7346	2866	3514
7347	211	3945
7348	152	462
7349	2107	3211
7350	465	994
7351	939	2334
7352	152	3030
7353	230	3023
7354	46	1319
7355	112	1007
7356	14	3712
7357	374	2493
7358	559	3000
7359	407	1397
7360	668	3799
7361	2107	3426
7362	1319	4209
7363	2766	3360
7364	266	559
7365	349	762
7366	211	2270
7367	196	1380
7368	280	976
7369	1083	3095
7370	579	2463
7371	6	1667
7372	310	756
7373	1798	3614
7374	211	4150
7375	2316	5019
7376	2153	3474
7377	808	3392
7378	2316	3525
7379	662	2866
7380	211	1555
7381	1083	1572
7382	203	3360
7383	349	2107
7384	1535	2107
7385	14	289
7386	2072	3360
7387	211	1772
7388	141	879
7389	1798	2771
7390	349	4378
7391	392	947
7392	1670	1984
7393	152	4244
7394	782	2473
7395	241	574
7396	574	656
7397	132	1653
7398	266	2040
7399	994	1843
7400	971	3235
7401	112	3531
7402	232	1083
7403	676	1941
7404	7	280
7405	574	2970
7406	994	1002
7407	287	3091
7408	1083	3662
7409	62	182
7410	1083	3012
7411	1380	2040
7412	635	2107
7413	1096	3235
7414	211	3396
7415	349	4897
7416	559	1932
7417	349	3017
7418	280	3023
7419	406	579
7420	211	3702
7421	564	1319
7422	994	1204
7423	14	143
7424	1267	1798
7425	1692	2107
7426	1653	2183
7427	608	615
7428	1083	1399
7429	152	3109
7430	574	1984
7431	211	3738
7432	241	3191
7433	344	615
7434	152	3902
7435	289	3360
7436	1083	1844
7437	407	574
7438	579	1070
7439	314	646
7440	14	662
7441	53	551
7442	1397	3799
7443	579	1079
7444	62	573
7445	635	3360
7446	152	2645
7447	80	241
7448	1083	1235
7449	1435	4469
7450	1351	1354
7451	994	1187
7452	709	1653
7453	1653	2153
7454	1557	1847
7455	1564	1591
7456	390	579
7457	820	939
7458	211	1719
7459	432	579
7460	899	1780
7461	152	4122
7462	211	3763
7463	994	2115
7464	272	3360
7465	147	1083
7466	280	3825
7467	3	1095
7468	1083	4286
7469	349	3664
7470	2316	3044
7471	14	3751
7472	1083	2477
7473	1798	3930
7474	376	546
7475	644	1319
7476	86	287
7477	1653	3522
7478	1388	1984
7479	310	2214
7480	537	676
7481	994	1249
7482	211	2969
7483	349	1990
7484	1564	2054
7485	882	3464
7486	309	579
7487	152	4010
7488	574	1487
7489	813	3444
7490	1319	2090
7491	143	2316
7492	27	939
7493	2237	3235
7494	76	211
7495	899	1153
7496	165	1083
7497	287	3094
7498	269	1653
7499	3360	4265
7500	387	1653
7501	1653	4544
7502	1895	2040
7503	104	615
7504	14	1551
7505	1756	3360
7506	644	3531
7507	178	939
7508	3023	3522
7509	854	3342
7510	939	940
7511	152	185
7512	1083	1483
7513	668	3023
7514	280	1709
7515	1695	3474
7516	4206	4429
7517	152	4317
7518	1083	4933
7519	994	3368
7520	152	1303
7521	1653	2852
7522	676	4019
7523	143	1984
7524	782	4143
7525	1843	2479
7526	559	778
7527	152	3603
7528	2040	2866
7529	211	1313
7530	1153	3235
7531	731	2138
7532	1083	2095
7533	769	1847
7534	766	1083
7535	127	287
7536	939	5130
7537	1648	3235
7538	3525	3799
7539	709	1843
7540	2316	2357
7541	782	1362
7542	1073	4113
7543	391	1843
7544	151	1097
7545	3801	4019
7546	62	1756
7547	1159	3132
7548	152	3700
7549	1083	1667
7550	676	3026
7551	349	1526
7552	1798	2473
7553	349	4825
7554	1892	3360
7555	1083	2138
7556	152	2115
7557	574	902
7558	1120	1121
7559	559	899
7560	1374	3531
7561	88	615
7562	879	1073
7563	1083	3451
7564	1394	2316
7565	347	939
7566	913	3531
7567	619	879
7568	349	2928
7569	62	1148
7570	1397	2054
7571	899	1728
7572	2316	2463
7573	891	3531
7574	3191	3444
7575	1532	4206
7576	676	3579
7577	36	359
7578	579	812
7579	1526	2493
7580	290	3023
7581	1653	2801
7582	338	916
7583	74	196
7584	432	3342
7585	2793	2801
7586	668	1840
7587	216	2107
7588	2992	3360
7589	676	1078
7590	994	2903
7591	255	2493
7592	72	3531
7593	1204	1754
7594	1607	3023
7595	152	1489
7596	310	564
7597	1159	4586
7598	287	2100
7599	782	3396
7600	615	1176
7601	812	3023
7602	152	512
7603	349	2062
7604	2288	2316
7605	266	1892
7606	711	4143
7607	1224	2493
7608	62	1558
7609	88	668
7610	2107	2836
7611	1798	1895
7612	189	842
7613	3342	4603
7614	2053	2734
7615	74	782
7616	14	1073
7617	602	1319
7618	790	939
7619	1272	2107
7620	349	909
7621	146	668
7622	95	939
7623	359	3825
7624	2107	2255
7625	287	727
7626	139	1984
7627	808	3876
7628	939	3604
7629	127	3531
7630	189	3622
7631	3441	3809
7632	152	735
7633	615	1440
7634	374	994
7635	62	1483
7636	211	2326
7637	938	1532
7638	152	3764
7639	309	3531
7640	1695	3712
7641	310	944
7642	731	2040
7643	6	400
7644	830	1653
7645	79	574
7646	1362	3023
7647	14	414
7648	939	1713
7649	211	3247
7650	405	1798
7651	1176	2016
7652	152	3821
7653	152	645
7654	679	2493
7655	1768	2954
7656	994	2334
7657	485	916
7658	706	3531
7659	14	4728
7660	590	2040
7661	738	1319
7662	731	3531
7663	349	3910
7664	86	2054
7665	1159	3415
7666	674	2423
7667	1591	3799
7668	152	4026
7669	574	1648
7670	211	3765
7671	610	1984
7672	1695	4429
7673	939	3505
7674	917	1319
7675	280	1400
7676	280	936
7677	579	3712
7678	319	1487
7679	88	1564
7680	3097	3342
7681	62	335
7682	447	1083
7683	2107	3560
7684	629	2053
7685	196	2153
7686	86	617
7687	1374	4019
7688	1083	1227
7689	152	1537
7690	2054	3023
7691	939	3115
7692	224	2040
7693	299	579
7694	151	1847
7695	2316	3418
7696	939	971
7697	341	3799
7698	152	577
7699	104	994
7700	251	939
7701	1187	1319
7702	2107	3953
7703	709	1984
7704	711	1287
7705	1319	3700
7706	376	1653
7707	1073	1512
7708	1487	2903
7709	2107	3129
7710	1083	1798
7711	655	939
7712	601	1115
7713	152	1656
7714	662	3091
7715	2107	2434
7716	521	922
7717	1798	4557
7718	36	4603
7719	1120	1532
7720	62	1224
7721	546	939
7722	1843	2115
7723	211	403
7724	152	227
7725	1487	4184
7726	2090	2107
7727	330	551
7728	2107	2500
7729	731	879
7730	14	4992
7731	189	1046
7732	1503	2053
7733	1319	4728
7734	280	287
7735	222	2423
7736	782	957
7737	904	939
7738	310	2399
7739	579	2411
7740	31	3342
7741	651	3023
7742	1159	1319
7743	196	215
7744	196	731
7745	1357	1564
7746	1843	2004
7747	152	3953
7748	793	1653
7749	790	994
7750	2138	3772
7751	1798	2491
7752	352	3360
7753	615	725
7754	936	938
7755	538	994
7756	696	3360
7757	46	1892
7758	866	2969
7759	1083	1722
7760	574	3563
7761	152	2097
7762	676	936
7763	3838	4469
7764	497	994
7765	1932	4603
7766	994	4992
7767	211	1744
7768	630	1083
7769	152	5051
7770	1083	3558
7771	581	3342
7772	139	3507
7773	351	1319
7774	916	1380
7775	241	485
7776	879	1754
7777	939	1252
7778	725	2493
7779	574	2789
7780	14	672
7781	579	3097
7782	617	2016
7783	335	994
7784	1984	3916
7785	211	3594
7786	62	1564
7787	701	2493
7788	836	1564
7789	46	676
7790	725	3360
7791	939	3953
7792	376	3474
7793	1096	1798
7794	3097	4019
7795	1653	1895
7796	574	3418
7797	727	3531
7798	497	939
7799	289	3235
7800	579	661
7801	211	3837
7802	939	1267
7803	211	1562
7804	551	617
7805	287	543
7806	279	1319
7807	564	1204
7808	349	3551
7809	2054	3799
7810	433	1798
7811	280	739
7812	280	4728
7813	14	2270
7814	2107	4557
7815	161	1984
7816	487	1984
7817	392	2423
7818	939	1388
7819	2493	2806
7820	39	579
7821	939	3124
7822	810	939
7823	62	2342
7824	46	3091
7825	407	2970
7826	2	939
7827	3360	4728
7828	639	939
7829	1176	4019
7830	349	1052
7831	334	782
7832	711	3603
7833	1798	4019
7834	152	2326
7835	1984	3444
7836	662	711
7837	916	2159
7838	1653	2390
7839	610	1319
7840	971	2153
7841	1083	3982
7842	1728	3342
7843	152	3048
7844	2493	3023
7845	290	994
7846	938	3474
7847	2107	3521
7848	553	2101
7849	339	3091
7850	259	310
7851	143	579
7852	2316	4779
7853	80	1984
7854	617	882
7855	311	579
7856	349	732
7857	14	4749
7858	196	916
7859	407	994
7860	2316	3159
7861	2928	3360
7862	916	3235
7863	585	957
7864	497	1083
7865	531	1843
7866	43	882
7867	1083	4292
7868	211	285
7869	939	3296
7870	638	899
7871	1653	3592
7872	280	3000
7873	1083	2539
7874	1719	1984
7875	1204	2493
7876	1984	2342
7877	1287	2493
7878	2342	2493
7879	310	1187
7880	971	3392
7881	1984	3132
7882	1083	3847
7883	337	899
7884	489	615
7885	335	3023
7886	358	2493
7887	215	1319
7888	617	1374
7889	1204	2053
7890	1932	4206
7891	1319	4594
7892	579	2787
7893	711	1532
7894	139	407
7895	1204	5377
7896	405	3342
7897	1653	1702
7898	290	1299
7899	349	1660
7900	310	2893
7901	1097	1159
7902	939	1612
7903	14	2311
7904	2094	3531
7905	241	2789
7906	14	2342
7907	971	4603
7908	617	867
7909	334	574
7910	255	2054
7911	615	1722
7912	1804	2054
7913	574	676
7914	936	4206
7915	882	1719
7916	187	1984
7917	2866	3023
7918	491	3342
7919	139	994
7920	867	1648
7921	579	679
7922	1319	3132
7923	994	3521
7924	782	938
7925	195	2107
7926	635	1843
7927	280	2100
7928	1753	4019
7929	376	3392
7930	152	646
7931	711	3991
7932	1356	1843
7933	302	349
7934	3094	3531
7935	1083	3433
7936	379	551
7937	1083	1354
7938	349	2875
7939	656	4516
7940	656	3531
7941	676	867
7942	399	939
7943	62	3181
7944	579	655
7945	1002	3342
7946	161	1653
7947	1083	2334
7948	349	2289
7949	414	899
7950	6	1995
7951	939	3514
7952	1984	2153
7953	349	630
7954	259	1843
7955	617	1892
7956	2334	3444
7957	487	3444
7958	310	1804
7959	551	875
7960	266	994
7961	553	2316
7962	2	1319
7963	349	2007
7964	661	3415
7965	879	3531
7966	1345	1354
7967	299	3799
7968	1083	2789
7969	349	5283
7970	1902	2955
7971	280	791
7972	899	4940
7973	782	3579
7974	349	4600
7975	43	1374
7976	1319	3174
7977	976	2423
7978	1354	2054
7979	14	870
7980	465	782
7981	299	3023
7982	899	3026
7983	232	2040
7984	778	1653
7985	2316	4237
7986	2392	3360
7987	936	1695
7988	2016	4019
7989	241	4184
7990	299	1892
7991	957	1798
7992	189	708
7993	211	271
7994	1362	1843
7995	392	3996
7996	1995	3365
7997	977	1653
7998	1319	4184
7999	1010	3825
8000	656	4522
8001	310	3983
8002	615	1551
8003	939	3614
8004	491	551
8005	551	2529
8006	668	1303
8007	1695	2153
8008	310	553
8009	848	1073
8010	1319	4292
8011	1356	3531
8012	1083	3983
8013	2107	3589
8014	551	2299
8015	172	994
8016	349	2782
8017	56	1319
8018	836	1204
8019	782	3601
8020	88	335
8021	1319	1904
8022	870	3342
8023	939	2185
8024	374	615
8025	287	706
8026	152	483
8027	168	719
8028	485	994
8029	559	1482
8030	310	3325
8031	415	1319
8032	1984	4327
8033	994	4783
8034	391	2493
8035	403	1705
8036	241	2316
8037	542	899
8038	1653	2491
8039	119	241
8040	152	2475
8041	727	1798
8042	2423	3514
8043	579	1319
8044	211	1267
8045	43	196
8046	551	2051
8047	2332	3444
8048	177	1319
8049	939	2336
8050	899	1007
8051	349	3443
8052	899	2806
8053	310	646
8054	247	1319
8055	1544	3360
8056	1984	3081
8057	310	1642
8058	1551	3531
8059	339	1798
8060	682	2316
8061	2040	3360
8062	349	362
8063	2787	3023
8064	390	3360
8065	211	695
8066	349	4040
8067	14	3368
8068	3235	3614
8069	1160	1843
8070	407	2493
8071	782	891
8072	754	899
8073	939	1292
8074	310	3521
8075	310	2095
8076	2107	2294
8077	731	2866
8078	619	1984
8079	831	879
8080	400	1076
8081	349	4882
8082	489	994
8083	349	4179
8084	152	675
8085	152	2167
8086	143	2213
8087	1319	2578
8088	2107	2670
8089	867	4282
8090	1894	2047
8091	88	1097
8092	1358	3235
8093	916	1176
8094	899	2270
8095	146	3444
8096	230	1984
8097	1843	3023
8098	1076	2069
8099	241	727
8100	1843	2334
8101	56	62
8102	976	1798
8103	1464	2049
8104	3342	3916
8105	938	3342
8106	330	3342
8107	3097	3235
8108	1544	1653
8109	196	662
8110	287	1319
8111	152	3735
8112	178	615
8113	141	3799
8114	86	2040
8115	349	2909
8116	1083	2920
8117	407	879
8118	146	3023
8119	287	1400
8120	1319	3065
8121	1596	3360
8122	211	2466
8123	579	2903
8124	289	2107
8125	655	1984
8126	43	3800
8127	335	3799
8128	341	2107
8129	538	579
8130	688	2040
8131	1798	3368
8132	196	721
8133	551	1042
8134	112	3799
8135	1234	1798
8136	715	2423
8137	156	994
8138	349	3565
8139	15	2040
8140	1357	1397
8141	778	3342
8142	402	1073
8143	321	939
8144	202	2493
8145	1083	2033
8146	1400	2316
8147	211	2307
8148	676	3563
8149	1083	4044
8150	2053	2316
8151	875	4329
8152	178	241
8153	1299	4992
8154	2423	3464
8155	399	879
8156	782	4522
8157	159	310
8158	211	3990
8159	1487	1843
8160	711	2153
8161	146	521
8162	14	655
8163	280	3278
8164	546	3514
8165	349	2189
8166	241	629
8167	119	1843
8168	310	586
8169	36	676
8170	136	1083
8171	187	3360
8172	815	1653
8173	543	3342
8174	465	3023
8175	1187	2053
8176	127	1319
8177	655	3531
8178	738	899
8179	290	676
8180	43	559
8181	782	812
8182	574	1374
8183	1010	3235
8184	2493	2789
8185	14	2267
8186	939	3769
8187	211	2894
8188	852	1695
8189	1299	3091
8190	241	1551
8191	152	3365
8192	705	3235
8193	1073	2114
8194	241	1728
8195	711	2970
8196	1204	1653
8197	407	2866
8198	950	4301
8199	939	3101
8200	196	232
8201	251	1798
8202	287	2094
8203	290	661
8204	119	2054
8205	537	1798
8206	43	3712
8207	215	782
8208	1843	1884
8209	152	4616
8210	14	739
8211	392	842
8212	36	559
8213	139	465
8214	146	189
8215	1095	2793
8216	2107	3505
8217	1798	3396
8218	1969	2053
8219	410	1984
8220	14	592
8221	615	2974
8222	196	2434
8223	335	879
8224	567	899
8225	885	899
8226	211	3551
8227	939	3916
8228	615	1746
8229	2636	3531
8230	2094	2107
8231	310	719
8232	579	656
8233	88	766
8234	1984	3097
8235	574	940
8236	211	1532
8237	62	1380
8238	830	2493
8239	349	539
8240	287	1356
8241	74	1754
8242	152	560
8243	778	938
8244	62	1479
8245	2053	2054
8246	1852	2053
8247	787	1083
8248	1540	1695
8249	1089	2138
8250	349	5130
8251	196	876
8252	579	1700
8253	2040	4728
8254	1695	4522
8255	1013	1843
8256	1299	1719
8257	1394	2493
8258	349	366
8259	2115	3360
8260	349	4586
8261	537	3235
8262	80	2107
8263	152	3046
8264	782	3091
8265	551	1377
8266	1319	3426
8267	211	2796
8268	32	899
8269	241	1064
8270	72	867
8271	1010	4329
8272	335	1984
8273	1874	3360
8274	2054	3342
8275	716	1798
8276	1083	3251
8277	211	383
8278	1083	2919
8279	14	260
8280	615	959
8281	211	3067
8282	349	524
8283	211	2285
8284	875	3622
8285	579	852
8286	2107	3347
8287	156	1319
8288	1388	2040
8289	2423	4282
8290	86	196
8291	916	1892
8292	1083	2311
8293	2493	2799
8294	1083	1843
8295	98	1319
8296	86	4019
8297	310	2342
8298	489	879
8299	1798	3436
8300	97	615
8301	2316	3983
8302	349	2792
8303	971	1667
8304	1083	1482
8305	551	558
8306	959	994
8307	668	1439
8308	146	646
8309	146	1653
8310	152	798
8311	349	4102
8312	579	2434
8313	266	3514
8314	899	1932
8315	725	879
8316	52	376
8317	86	3342
8318	939	2721
8319	359	1482
8320	232	711
8321	196	793
8322	1319	3601
8323	1115	2049
8324	642	1083
8325	2316	5257
8326	1319	2997
8327	538	1653
8328	485	3023
8329	891	4019
8330	676	916
8331	1564	2049
8332	358	1319
8333	1382	1653
8334	310	1692
8335	287	3521
8336	1653	1863
8337	899	1356
8338	615	3521
8339	211	4237
8340	1073	1351
8341	196	1925
8342	152	793
8343	62	1176
8344	1109	1564
8345	1532	2423
8346	615	1995
8347	43	731
8348	9	1083
8349	782	1995
8350	349	833
8351	312	939
8352	1004	2138
8353	211	2107
8354	105	266
8355	211	329
8356	211	3167
8357	372	1984
8358	104	1357
8359	696	939
8360	171	1653
8361	1303	2138
8362	349	1929
8363	3360	3801
8364	1001	1319
8365	2040	2789
8366	939	1932
8367	310	341
8368	1073	1798
8369	241	2100
8370	994	3023
8371	139	1046
8372	41	939
8373	769	1115
8374	1798	2466
8375	1653	3763
8376	848	1596
8377	145	1159
8378	2984	4380
8379	62	1623
8380	1648	4516
8381	465	3444
8382	376	937
8383	7	994
8384	1319	2060
8385	994	2267
8386	62	1692
8387	310	696
8388	782	1374
8389	916	3799
8390	2316	3079
8391	1648	1892
8392	152	3738
8393	708	1299
8394	290	543
8395	617	3026
8396	3023	3371
8397	14	410
8398	146	1984
8399	287	3579
8400	74	879
8401	14	1780
8402	157	1159
8403	656	3365
8404	114	1115
8405	241	900
8406	838	1083
8407	551	1032
8408	939	2311
8409	349	385
8410	349	1564
8411	782	3026
8412	574	2094
8413	615	1253
8414	532	2107
8415	196	290
8416	62	1572
8417	46	938
8418	939	1039
8419	615	1100
8420	196	407
8421	875	1482
8422	1653	4152
8423	711	3778
8424	1319	4328
8425	725	2054
8426	663	2047
8427	62	2101
8428	651	3091
8429	224	310
8430	14	937
8431	879	1356
8432	152	4294
8433	241	2320
8434	1591	1754
8435	74	1159
8436	629	2316
8437	848	1319
8438	2316	3021
8439	287	2153
8440	224	2493
8441	14	3392
8442	179	211
8443	1354	2954
8444	319	2138
8445	290	3531
8446	211	4378
8447	765	1653
8448	3579	4019
8449	900	3360
8450	46	617
8451	280	994
8452	280	1941
8453	349	961
8454	876	3235
8455	655	3091
8456	399	2053
8457	232	3360
8458	617	1695
8459	639	2423
8460	112	3342
8461	939	2787
8462	330	674
8463	2493	2920
8464	813	2316
8465	157	1843
8466	3091	4603
8467	879	1969
8468	1319	1572
8469	30	1083
8470	574	4317
8471	579	2694
8472	879	1564
8473	344	2954
8474	310	959
8475	410	994
8476	592	3342
8477	579	2016
8478	485	3342
8479	2054	3521
8480	904	1319
8481	882	3091
8482	182	2107
8483	1607	2316
8484	241	289
8485	605	899
8486	287	1709
8487	2334	3235
8488	3415	3531
8489	1196	1653
8490	1083	4397
8491	376	977
8492	939	3787
8493	2493	3930
8494	62	4018
8495	1299	1728
8496	939	2124
8497	52	676
8498	161	899
8499	392	3509
8500	790	1083
8501	1648	3023
8502	241	1362
8503	617	2334
8504	1002	2316
8505	957	1653
8506	1268	2107
8507	157	3023
8508	1356	3023
8509	1096	2054
8510	341	3023
8511	731	3799
8512	1073	1356
8513	579	1400
8514	349	1163
8515	900	2316
8516	41	310
8517	2423	3091
8518	189	617
8519	211	4195
8520	152	815
8521	211	3277
8522	189	3235
8523	1656	2053
8524	711	3091
8525	551	3235
8526	62	3531
8527	926	3342
8528	349	3983
8529	706	4019
8530	676	1646
8531	1319	1776
8532	719	2213
8533	211	4541
8534	718	943
8535	1226	1798
8536	848	2040
8537	15	376
8538	1984	3026
8539	349	3941
8540	553	1512
8541	143	3342
8542	290	1728
8543	579	1028
8544	97	310
8545	2153	4019
8546	14	1380
8547	981	1083
8548	241	1397
8549	287	787
8550	1653	1754
8551	2270	3342
8552	152	3188
8553	701	939
8554	994	1841
8555	1984	2974
8556	139	3444
8557	241	3525
8558	1231	3360
8559	376	3507
8560	3444	3665
8561	668	2292
8562	310	402
8563	1483	3342
8564	1844	3235
8565	152	2140
8566	710	1096
8567	879	1153
8568	255	310
8569	1083	1564
8570	14	1487
8571	152	3378
8572	1083	1100
8573	2138	3323
8574	867	1319
8575	359	937
8576	1612	4019
8577	74	4544
8578	349	5443
8579	1176	3531
8580	189	1356
8581	483	3531
8582	272	1653
8583	143	2493
8584	913	1670
8585	152	1170
8586	280	661
8587	1319	3325
8588	1120	1798
8589	349	3982
8590	349	2336
8591	579	3094
8592	939	4062
8593	211	682
8594	349	3885
8595	1700	3235
8596	46	3444
8597	1592	2316
8598	739	1653
8599	1083	1857
8600	487	3622
8601	260	280
8602	939	2771
8603	579	911
8604	152	2157
8605	1319	1407
8606	349	2556
8607	668	879
8608	882	1984
8609	312	579
8610	1357	1843
8611	14	3000
8612	1204	1738
8613	1798	4327
8614	310	848
8615	255	615
8616	2054	2107
8617	62	2799
8618	3111	3360
8619	750	1083
8620	241	299
8621	787	1843
8622	86	2865
8623	86	1350
8624	349	1924
8625	2107	3257
8626	706	2493
8627	3464	3825
8628	211	1691
8629	211	1164
8630	916	1073
8631	939	3012
8632	715	938
8633	211	4616
8634	579	2213
8635	256	1591
8636	1096	1482
8637	271	349
8638	1350	2316
8639	1083	2042
8640	1287	3342
8641	543	4019
8642	3342	3521
8643	831	1843
8644	1299	2040
8645	939	1898
8646	830	1319
8647	280	3421
8648	579	3665
8649	939	4206
8650	62	4594
8651	161	2493
8652	1995	3799
8653	782	1252
8654	654	2423
8655	359	1011
8656	1319	3111
8657	187	1798
8658	211	3514
8659	189	3531
8660	994	2053
8661	1319	4018
8662	310	314
8663	853	1076
8664	994	2049
8665	334	615
8666	1083	1350
8667	187	2040
8668	256	1100
8669	62	4557
8670	407	1648
8671	287	3614
8672	3235	5237
8673	1224	2054
8674	104	1564
8675	152	3181
8676	615	1772
8677	2107	4404
8678	579	3436
8679	37	1798
8680	280	1319
8681	62	2097
8682	211	2491
8683	151	1350
8684	656	1984
8685	232	3091
8686	406	3235
8687	867	2040
8688	349	3744
8689	585	590
8690	189	979
8691	241	2657
8692	1319	3235
8693	62	228
8694	579	1116
8695	152	3173
8696	1648	2434
8697	2423	4286
8698	259	2054
8699	2493	2657
8700	1653	3507
8701	349	603
8702	1843	3152
8703	1319	2677
8704	358	656
8705	487	1653
8706	211	2199
8707	3091	4329
8708	655	3342
8709	2107	3882
8710	3191	3360
8711	151	1109
8712	374	782
8713	579	3385
8714	152	4229
8715	113	1041
8716	476	994
8717	310	4594
8718	962	2423
8719	62	448
8720	74	2053
8721	838	2493
8722	1319	2493
8723	79	1319
8724	551	3299
8725	152	1465
8726	1667	4184
8727	16	349
8728	1083	3091
8729	508	1564
8730	14	1028
8731	1083	3589
8732	1319	1624
8733	2107	2238
8734	152	1614
8735	1695	3507
8736	1083	2677
8737	663	1351
8738	276	2316
8739	310	1354
8740	146	994
8741	14	311
8742	349	1129
8743	750	994
8744	994	1253
8745	2463	3023
8746	98	1843
8747	352	1564
8748	939	2865
8749	1041	2051
8750	2153	3023
8751	1482	4286
8752	542	2040
8753	817	939
8754	211	2108
8755	3360	3514
8756	971	1010
8757	656	2473
8758	721	939
8759	132	615
8760	156	899
8761	2040	4054
8762	635	2040
8763	241	1670
8764	1709	2493
8765	2316	3870
8766	579	2491
8767	215	574
8768	531	564
8769	1083	3772
8770	349	2524
8771	196	994
8772	1591	2054
8773	14	39
8774	2114	2316
8775	574	3945
8776	287	1362
8777	334	1798
8778	876	1083
8779	178	1843
8780	152	883
8781	879	1380
8782	2184	3342
8783	854	994
8784	349	4938
8785	708	1653
8786	756	1754
8787	349	1037
8788	2167	4753
8789	782	2080
8790	349	3246
8791	1319	2316
8792	287	3415
8793	1083	1536
8794	1653	2339
8795	376	551
8796	280	750
8797	2077	2316
8798	1612	1984
8799	286	3360
8800	725	1984
8801	1096	1357
8802	62	145
8803	304	349
8804	939	1857
8805	938	977
8806	415	2213
8807	1591	3216
8808	939	1777
8809	14	30
8810	1841	3360
8811	415	3444
8812	152	3801
8813	782	994
8814	310	2035
8815	1798	4728
8816	211	746
8817	579	2529
8818	1083	1624
8819	143	3799
8820	399	3799
8821	287	2903
8822	15	3514
8823	177	531
8824	152	905
8825	241	358
8826	324	1984
8827	211	1654
8828	152	761
8829	939	1719
8830	782	1400
8831	879	2903
8832	151	3265
8833	1462	1653
8834	939	1551
8835	311	1653
8836	310	1796
8837	659	1073
8838	138	3360
8839	793	1798
8840	2334	3360
8841	241	938
8842	674	808
8843	79	1798
8844	661	1096
8845	668	2107
8846	310	4992
8847	879	2636
8848	679	1984
8849	374	3023
8850	639	971
8851	2919	3360
8852	349	448
8853	617	651
8854	579	1078
8855	98	2316
8856	1083	1699
8857	1397	3531
8858	299	879
8859	842	3444
8860	939	1399
8861	14	3135
8862	255	1653
8863	1010	4206
8864	994	2101
8865	1648	3418
8866	349	1746
8867	241	662
8868	152	1060
8869	1083	1345
8870	152	1004
8871	346	1319
8872	286	879
8873	579	1066
8874	349	2879
8875	203	1984
8876	310	651
8877	1319	1544
8878	211	4422
8879	86	661
8880	574	1096
8881	241	3579
8882	1076	5501
8883	3000	4329
8884	1083	2101
8885	629	994
8886	349	1227
8887	1487	1995
8888	2107	3132
8889	1719	2040
8890	358	782
8891	854	1299
8892	810	3235
8893	251	3360
8894	316	2107
8895	1984	2789
8896	1558	1653
8897	151	553
8898	675	782
8899	152	1674
8900	727	1487
8901	899	1032
8902	1159	2636
8903	939	3413
8904	708	2316
8905	1319	2177
8906	290	1892
8907	1722	2493
8908	139	676
8909	937	4603
8910	559	3392
8911	211	5428
8912	1656	3360
8913	280	390
8914	939	3838
