V1	V2	V3	V4	V5	V6
1974	310	349	668	1083	1995	7.39433616075846
1975	146	152	241	349	465	7.39432438571731
1976	146	152	168	349	3023	7.39430318081802
1977	6	146	349	668	1669	7.39421413483374
1978	143	152	349	668	782	7.39419672103107
1979	143	152	241	349	406	7.39419059890772
1980	6	146	152	349	1374	7.39412148730008
1981	6	143	280	349	994	7.39410089745711
1982	6	143	146	349	2866	7.39406287071491
1983	146	152	241	266	349	7.39405035321141
1984	6	143	152	349	405	7.39404580795475
1985	6	146	152	232	349	7.39400898730008
1986	146	152	349	579	1482	7.39400315708502
1987	143	152	349	1096	1653	7.39398509402957
1988	146	241	349	668	1592	7.39392083940625
1989	143	152	280	349	1287	7.39391276253132
1990	146	152	168	289	349	7.39388443081802
1991	6	53	146	168	349	7.39388259375274
1992	143	152	241	349	676	7.39383584890772
1993	152	241	266	349	1592	7.39383564143928
1994	6	146	168	349	3296	7.39375256650642
1995	152	280	349	551	1592	7.39369498771726
1996	143	152	349	1299	1592	7.39369277934548
1997	143	152	241	349	1350	7.39362084890772
1998	6	146	152	349	971	7.39357023730008
1999	6	143	168	290	349	7.39355115910249
2000	152	241	349	1592	1892	7.3935455352787
